num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,actor_2_facebook_likes,movie_facebook_likes,score_class,,
84,87,10,13000,53715611,92106,14574,171,1000,2000,0,,
186,114,0,142,31199215,27664,589,120,117,472,0,,
53,119,153,12000,48468407.53,27019,36167,143,11000,0,0,,
133,103,30,963,29580087,29523,3150,121,935,0,0,,
246,125,189,1000,44665963,159931,5081,281,847,22000,0,,
253,97,545,14000,60128566,131447,16098,410,1000,19000,0,,
144,125,143,1000,49875589,28807,4416,273,664,0,0,,
46,30,686.509212,962,48468407.53,80025,2558,238,722,0,1,,
117,136,138,18000,60984028,259519,45271,431,14000,11000,1,,
157,116,51,11000,36931089,70681,16484,198,3000,12000,0,,
60,103,357,2000,51317350,78343,2710,139,663,0,0,,
117,97,420,4000,28328132,38298,9814,147,3000,782,0,,
287,96,83,12000,51774002,87745,16121,331,1000,18000,0,,
96,131,108,23000,25528495,28099,23325,220,243,0,0,,
26,22,686.509212,883,48468407.53,26992,4115,54,701,0,1,,
125,95,163,14000,113006880,66308,16884,225,799,0,0,,
117,86,10,12000,45860039,53118,14146,221,795,0,0,,
149,142,0,15000,329691196,1251222,15700,1398,294,59000,1,,
131,92,25,1000,217326336,57276,2847,146,718,0,0,,
150,108,116,22000,166225040,260442,24286,507,713,0,1,,
92,84,12,23000,141600000,119675,26754,216,2000,0,1,,
169,188,503,10000,134218018,126357,12940,497,593,0,1,,
57,95,293,851,128769345,86556,3155,99,773,960,0,,
171,118,72,10000,177575142,244840,13426,372,975,0,1,,
53,92,39,3000,105263257,56168,4518,103,562,5000,0,,
153,74,58,3000,104354205,162331,5713,332,864,0,0,,
491,134,521,15000,107100855,323353,16281,527,535,65000,1,,
247,101,189,15000,98711404,127571,39822,207,11000,0,0,,
26,100,52,795,100328194,85903,2638,92,419,0,0,,
292,132,845,18000,101530738,229574,37605,436,17000,56000,1,,
114,105,61,5000,93815117,68417,7184,242,827,0,0,,
82,123,12000,18000,91400000,81026,30132,194,10000,0,1,,
201,117,125,10000,162586036,338383,11036,611,617,32000,1,,
231,98,124,931,89706988,126746,2287,600,507,0,0,,
55,128,272,2000,83000000,36587,3888,95,812,0,0,,
110,114,52,12000,78745923,94407,13905,322,702,0,1,,
354,111,16000,926,70098138,735784,3983,2105,890,13000,1,,
140,85,0,21000,66365290,56874,22458,358,860,0,0,,
77,44,686.509212,847,48468407.53,63982,1359,181,440,0,1,,
304,137,16000,890,66207920,512749,1959,935,387,0,1,,
45,97,96,13000,63408614,75365,14432,149,549,0,0,,
49,104,0,13000,58422650,78974,25599,173,11000,8000,0,,
146,110,9,485,56932305,96690,939,293,110,0,1,,
60,133,53,1000,68750000,40858,2916,144,780,0,0,,
189,94,70,1000,68218041,67191,2820,108,549,14000,0,,
206,104,50,5000,25040293,88049,7247,279,962,0,1,,
118,91,39,1000,55747724,18042,3104,73,591,0,0,,
210,145,21000,534,55473600,207686,1543,776,273,0,0,,
76,135,317,57,49994804,29205,164,194,40,0,0,,
149,122,287,22000,41609593,145422,24270,572,2000,0,1,,
62,110,81,1000,38553833,46239,1752,155,416,0,1,,
224,95,17,838,76137505,49207,3697,174,722,30000,1,,
265,102,82,622,34350553,104066,2488,207,591,15000,0,,
135,94,607,933,34238611,35830,2248,321,518,0,0,,
100,126,226,12000,34098563,27191,13406,232,509,0,1,,
123,118,101,13000,33828318,44453,14036,154,390,0,0,,
164,99,3,8000,33472850,67005,10026,119,509,0,0,,
238,88,91,4000,31051126,36877,6254,101,796,0,1,,
264,141,16000,11000,35707327,199056,12840,387,963,14000,1,,
47,107,99,18000,20550712,40346,31014,95,11000,1000,0,,
50,116,12000,22000,18573791,38533,24618,89,617,0,0,,
153,143,541,18000,51225796,96654,20660,2047,893,0,1,,
202,114,159,13000,16264475,54787,16899,216,2000,0,1,,
178,93,45,9000,25857987,110614,10185,532,460,0,0,,
84,280,33,789,12870569,13215,1671,497,640,953,0,,
44,100,0,995,11466088,8983,3952,84,879,316,0,,
93,107,11,939,16088610,10417,3742,39,605,610,0,,
277,119,33,3000,51178893,24285,6089,110,2000,10000,0,,
76,95,906,956,6768055,11148,2260,229,579,437,0,,
197,119,59,2000,39440655,61680,4315,222,828,19000,0,,
186,133,0,226,6167817,62607,405,239,52,0,1,,
103,152,0,617,48468407.53,67822,1403,207,367,0,1,,
66,96,13,13000,48468407.53,19706,15803,142,854,448,0,,
224,117,0,12000,81645152,158267,15371,559,919,0,1,,
202,123,125,10000,69951824,232710,14727,599,3000,26000,1,,
279,92,394,13000,9483821,39247,25418,131,11000,10000,0,,
110,170,0,14000,66676062,267980,16949,545,1000,0,1,,
190,123,488,5000,26838389,58658,12700,495,4000,0,0,,
136,110,94,277,75604320,68417,847,195,245,0,0,,
121,116,44,593,108200000,76331,2908,269,467,0,1,,
131,121,102,117,5660084,41620,286,418,62,2000,0,,
127,128,234,14000,7221458,20740,27614,178,12000,0,0,,
160,99,309,23000,70327868,58416,26527,301,1000,0,0,,
78,94,383,4000,58297830,86347,6017,191,808,0,1,,
209,127,1000,1000,57386369,224013,2601,2319,691,10000,1,,
98,89,17,12000,45207112,21283,13390,190,708,361,0,,
391,123,108,40000,62563543,115216,63769,289,19000,44000,1,,
279,135,16000,23000,33574332,101221,24468,415,638,0,1,,
216,118,473,18000,73343413,217480,22517,429,1000,21000,1,,
250,189,0,16000,25031037,155496,22186,532,3000,0,1,,
78,172,438,852,22843047,6082,2397,207,637,853,0,,
106,124,161,21000,5755286,18310,26334,63,3000,672,0,,
194,141,14000,29000,164435221,525801,48153,667,15000,15000,1,,
558,157,0,1000,95720716,216032,2759,640,1000,39000,1,,
183,106,235,4000,118683135,102167,8315,483,957,0,0,,
238,108,58,14000,143704210,145974,26002,611,11000,10000,0,,
186,125,0,14000,110476776,95437,45696,211,12000,9000,0,,
144,107,422,631,80270227,66382,2297,612,534,0,0,,
156,215,0,648,36385763,138941,1937,1448,568,0,1,,
215,118,71,16000,37035845,136680,28045,149,10000,13000,0,,
140,118,869,134,34580635,100743,209,549,27,0,1,,
133,178,17000,22000,42438300,333542,24183,533,721,11000,1,,
203,92,180,211,23324666,97775,488,211,135,0,1,,
127,104,13,961,23020488,42324,2422,180,691,846,0,,
155,116,101,889,90567722,185878,1711,481,624,0,1,,
98,90,176,677,72601713,21396,2055,155,560,605,0,,
71,93,14,2000,35092918,15740,5468,110,1000,1000,0,,
299,130,129,21000,296623634,220758,64040,919,17000,13000,0,,
212,90,80,145,267652016,467113,275,945,50,0,1,,
413,106,53,13000,62453315,200035,14607,407,963,36000,1,,
67,155,58,25000,165500000,145257,38518,322,11000,0,1,,
109,139,488,10000,153620822,189923,12182,318,743,0,1,,
457,112,3000,15000,218628680,471644,21773,623,3000,74000,1,,
156,139,274,625,147637474,224671,1474,470,440,11000,1,,
55,115,293,49000,135014968,80580,74382,375,22000,0,1,,
272,143,285,11000,2175312,131227,28176,346,8000,41000,0,,
117,96,65,12000,126203320,110432,26826,309,11000,0,0,,
539,112,14000,1000,126975169,287822,3388,849,560,37000,1,,
169,131,0,8000,125548685,135246,10003,498,883,0,1,,
140,116,80,11000,105807520,156717,14087,357,1000,0,0,,
330,112,97,17000,191616238,258186,19428,322,920,24000,1,,
120,123,277,11000,105264608,239752,25697,406,10000,11000,1,,
190,104,235,14000,97680195,271691,29505,243,11000,0,1,,
177,107,43,12000,126088877,33354,14569,110,919,10000,1,,
65,124,0,8000,91030827,46482,9988,252,818,0,1,,
145,96,51,8000,150315155,54010,10886,130,2000,13000,0,,
321,125,252,40000,127997349,101178,62837,779,11000,90000,0,,
230,129,0,18000,88504640,273108,19148,646,412,0,1,,
143,90,241,1000,81517441,111368,3148,394,495,0,1,,
55,109,155,426,81022333,34471,1761,147,387,0,0,,
257,124,488,19000,75621915,111003,36873,199,13000,22000,1,,
279,121,295,12000,79948113,186879,13421,791,748,0,0,,
143,95,9,14000,88658172,58412,37967,242,11000,2000,0,,
196,128,62,6000,75888270,71153,10163,560,989,0,0,,
310,118,43,33000,84244877,375456,57426,292,15000,44000,1,,
116,80,12,13000,75367693,58961,13430,232,258,795,0,,
105,99,148,2000,73701902,27548,6729,209,843,0,0,,
419,133,152,22000,75605492,283563,53094,312,18000,27000,1,,
64,127,249,18000,67823573,91176,30383,130,11000,0,1,,
359,106,174,14000,91439400,200647,16967,384,664,24000,1,,
166,98,99,12000,67128202,43328,14007,110,536,0,0,,
525,132,160,20000,70496802,791783,22417,2042,979,48000,1,,
165,114,71,154,60470220,81444,428,192,131,955,0,,
2,45,686.509212,416,48468407.53,1824,1816,9,171,0,1,,
87,78,5,8000,58336565,12845,11124,118,2000,624,1,,
117,101,23,660,66002004,36431,2177,168,651,1000,0,,
113,113,39,1000,54997476,40362,3341,248,912,970,0,,
349,98,75,10000,55682070,159868,11946,304,520,45000,0,,
152,124,213,838,52752475,63067,2583,533,593,0,1,,
288,109,154,15000,55092830,195043,15608,329,348,27000,0,,
358,128,79,13000,50815288,109188,14747,625,903,0,1,,
204,144,0,769,52822418,47764,3580,219,726,44000,1,,
156,95,34,17000,50150619,45580,19513,102,995,18000,1,,
171,105,12,87000,48745150,50170,101383,306,11000,773,0,,
76,121,16000,16000,50007168,39529,19139,142,1000,1000,1,,
97,125,0,10000,48154732,60326,15569,142,2000,2000,0,,
157,129,21000,495,48265581,261069,1397,506,294,25000,1,,
267,132,50,992,46982632,172792,1933,1740,495,0,1,,
118,118,41,18000,44737059,48322,24024,261,4000,0,1,,
291,113,22,3000,56724080,172112,8398,181,1000,39000,1,,
68,140,473,18000,44484065,107227,20152,279,822,3000,1,,
228,89,77,490,47553512,54101,1367,210,298,15000,0,,
36,104,644,437,42610000,60293,1093,114,289,669,0,,
105,106,287,16000,41482207,68428,19610,148,823,0,0,,
276,141,71,21000,47105085,136973,30183,275,3000,47000,1,,
93,124,75,294,41256277,46451,1289,156,273,0,0,,
191,98,38,14000,50740078,151580,16791,672,919,0,0,,
143,108,17,14000,40203020,74315,15634,259,1000,0,0,,
124,114,73,18000,40905277,45895,19739,157,886,1000,1,,
47,101,0,854,38590500,17997,1860,140,643,812,0,,
66,93,0,12000,39177541,20310,14899,177,722,0,0,,
118,119,0,29000,39778599,176169,29461,548,414,0,1,,
93,119,0,627,37486138,30890,2052,106,508,718,0,,
235,99,160,330,38105077,58349,701,194,119,0,0,,
113,137,0,24000,35168395,26034,25469,226,743,0,1,,
14,105,686.509212,325,48468407.53,4438,344,33,7,361,1,,
51,117,31,2000,32800000,34896,3016,118,472,877,0,,
98,87,9,15000,33643461,11257,20061,65,2000,0,0,,
315,129,16000,13000,32741596,80140,14344,323,563,16000,1,,
136,115,58,33000,31874869,43574,34606,302,455,0,0,,
61,132,503,45000,30306268,62981,58528,84,13000,0,0,,
209,131,73,879,27667947,86374,1344,392,184,3000,0,,
99,95,0,13000,27067160,18404,14706,150,559,0,0,,
298,125,487,430,26616999,92461,1300,347,329,43000,0,,
131,98,323,933,26536120,49926,3357,286,631,0,1,,
146,110,16000,16000,26199517,34356,18635,260,1000,705,0,,
245,118,670,6000,25450527,80196,7654,190,450,0,1,,
104,101,0,12000,25407250,54021,15935,227,898,0,0,,
4,60,686.509212,629,48468407.53,7945,2758,22,512,915,1,,
162,90,663,14000,23159305,128455,16358,514,631,0,1,,
259,119,0,13000,24006726,139535,15757,632,1000,0,1,,
79,139,378,11000,20389967,3077,12786,47,552,10000,1,,
141,130,317,18000,19593740,88270,32637,420,14000,0,1,,
59,100,65,1000,19118247,19829,6171,94,923,779,0,,
236,114,174,14000,26442251,76010,16992,205,988,15000,1,,
356,96,0,10000,17114882,189249,17211,398,6000,0,1,,
120,110,134,23000,18472363,63599,25049,208,1000,0,0,,
111,158,0,51,14131298,55889,144,390,40,0,0,,
208,102,234,20000,21557240,85237,45202,274,11000,18000,0,,
174,84,260,6000,21283440,46239,8018,137,694,0,0,,
59,115,333,972,10556196,16562,2606,73,713,697,0,,
22,99,32,1000,16671505,33186,2949,78,619,0,0,,
34,135,596,10000,10400000,12037,15820,90,3000,943,0,,
214,108,218,6000,9528092,38513,10191,127,3000,9000,1,,
28,43,686.509212,3000,48468407.53,33535,5381,149,845,0,1,,
186,127,12000,984,10137232,58015,5702,374,940,0,0,,
50,107,607,2000,9795017,9227,5461,70,979,422,0,,
180,95,83,18000,20488579,113483,29926,245,8000,0,0,,
231,124,98,1000,19445217,67796,3580,258,852,14000,0,,
105,109,0,49000,8355815,34730,52885,341,811,0,0,,
226,102,0,14000,28837115,34964,24107,150,8000,28000,0,,
75,88,5,11000,6471394,15880,11972,93,387,288,0,,
82,87,0,2000,6291602,8070,3954,91,602,255,0,,
296,104,71,12000,10706786,81800,16481,211,2000,15000,0,,
103,96,43,841,8742261,19824,1385,179,342,0,0,,
98,85,70,26000,43905746,77684,32831,294,5000,0,0,,
30,64,686.509212,1000,48468407.53,50391,1863,148,531,31000,1,,
48,104,212,879,21413502,14429,2795,113,560,2000,0,,
195,135,628,22000,7994115,90932,24316,209,882,21000,1,,
223,190,0,599,124107476,170684,1418,867,399,0,1,,
149,127,14000,11000,197171806,515306,12884,477,844,0,1,,
324,129,456,2000,12802907,70886,2035,226,35,36000,1,,
371,120,662,20000,31569268,172965,23051,627,2000,67000,1,,
75,118,176,18000,66488090,120202,29748,397,11000,0,1,,
233,112,21000,17000,95308367,206104,18141,850,324,0,1,,
32,89,42,598,48468407.53,1263,2353,32,555,352,0,,
150,114,737,2000,60652036,137854,3743,560,490,3000,1,,
172,137,79,27000,1206135,40568,27666,185,254,18000,0,,
103,112,109,779,56607223,93367,1823,497,629,0,0,,
140,120,34,18000,50173190,148490,33615,537,12000,0,1,,
125,123,446,20000,47095453,64595,22209,316,1000,0,0,,
125,93,11000,3000,37879996,81888,5390,254,575,0,0,,
36,123,0,12000,25900000,12771,18793,84,5000,828,1,,
295,122,446,23000,53574088,237872,33548,560,8000,0,1,,
222,115,118,14000,89253340,133436,16967,323,794,38000,0,,
158,123,0,3000,37339525,71708,3768,307,745,0,1,,
72,96,0,2000,60154431,122347,3718,345,1000,0,0,,
34,110,375,113,528972,5639,371,55,102,522,1,,
72,105,631,678,103738726,47819,2096,164,631,2000,0,,
152,113,323,1000,69304264,73068,4660,419,977,0,1,,
89,132,545,919,29781453,22447,4796,210,811,0,0,,
145,93,270,13000,48468407.53,172489,15192,376,954,0,1,,
144,115,0,29,48468407.53,54057,95,236,29,0,1,,
93,75,0,4000,15519841,8693,6863,71,769,261,0,,
46,108,350,8000,5600000,11913,8349,97,115,616,0,,
84,105,29,8000,126805112,98199,12344,169,1000,0,0,,
142,102,148,8000,93607673,47573,9176,343,973,881,0,,
185,118,22000,14000,67263182,218771,15658,651,509,0,1,,
143,111,906,1000,92001027,97838,6315,286,1000,3000,1,,
178,81,39,13000,10539414,45729,14619,176,541,0,0,,
65,116,380,18000,58918501,40126,33233,107,13000,975,1,,
73,86,293,509,181395380,220392,2070,243,418,0,1,,
72,127,65,788,14946229,2581,2104,29,423,0,1,,
10,140,92,1000,48468407.53,491,2704,16,623,115,0,,
35,91,32,924,130512915,60884,3244,85,664,0,0,,
358,98,118,14000,139852971,238671,16410,461,935,63000,0,,
151,84,119,807,110000082,111526,3629,347,780,0,0,,
140,109,80,545,106807667,137377,1574,370,337,0,0,,
201,93,40,14000,101702060,85323,17925,212,3000,0,0,,
77,113,0,11000,95149435,53687,15362,152,1000,1000,0,,
43,141,79,18000,100768056,59569,30063,89,8000,0,1,,
39,119,541,821,92115211,45798,4043,94,577,1000,1,,
207,97,0,11000,93452056,184795,14868,310,2000,22000,1,,
47,117,176,11000,83287363,81442,12757,137,530,0,1,,
132,101,126,3000,82931301,43358,6292,228,949,0,0,,
454,153,777,20000,60962878,383591,37321,620,15000,86000,1,,
109,122,845,18000,76261036,305929,22370,633,881,0,1,,
213,102,23,25000,71423726,123558,26998,609,724,19000,1,,
127,83,322,1000,71277420,119590,1645,548,422,0,0,,
398,103,33,970,88625922,75176,1336,252,91,26000,1,,
184,110,45,886,70001065,191437,3174,582,650,0,1,,
127,136,49,17000,67253092,92702,20299,209,807,0,1,,
167,91,50,521,66790248,57281,758,350,108,0,1,,
119,89,49,2000,65557989,73539,3717,271,902,0,0,,
155,107,18,811,60786269,90539,3106,379,625,0,0,,
218,129,628,14000,59365105,318634,28886,1004,14000,52000,1,,
117,95,487,18000,162792677,211226,24205,317,1000,0,1,,
208,122,117,40000,31598308,124765,41636,541,1000,0,1,,
38,110,49,13000,57362581,50148,13331,116,279,0,0,,
48,135,41,982,53854588,37911,3648,73,843,1000,0,,
8,111,5,6000,48468407.53,5888,7493,61,584,0,1,,
94,95,58,14000,52580895,30255,27351,118,8000,743,0,,
276,109,37,11000,51019112,155745,14073,1053,2000,10000,1,,
59,93,38,1000,48114556,9380,4604,91,641,531,0,,
216,94,85,14000,50648679,149549,16225,348,706,0,0,,
173,117,153,35000,46280507,87165,49743,184,11000,12000,1,,
99,112,61,1000,38360195,21215,3757,116,976,0,0,,
42,111,161,11000,46815748,32544,12161,69,894,0,0,,
25,96,0,1000,35617599,20688,2965,47,845,0,0,,
339,141,0,749,47307550,104301,1948,269,463,28000,1,,
127,94,160,550,32003620,79141,1102,355,216,2000,1,,
122,87,29,427,27972410,114692,1461,285,304,2000,0,,
105,88,8,12000,28133159,30055,33822,70,11000,593,0,,
144,177,0,913,27400000,97087,2449,569,362,11000,1,,
156,133,278,5000,24343673,91860,5405,524,117,14000,1,,
323,119,0,29000,22877808,152591,53895,414,14000,0,1,,
199,102,503,13000,36883539,112769,15053,305,929,0,1,,
164,101,326,14000,22531698,81523,15990,214,844,0,0,,
39,91,29,2000,20400913,15455,3855,80,461,451,0,,
43,117,11000,905,20101861,24757,2348,81,484,0,0,,
82,86,13,1000,25200412,16580,3423,55,701,916,0,,
150,124,0,723,19719930,42621,793,531,44,0,1,,
168,134,38,11000,19377727,35140,24351,409,8000,0,0,,
432,95,38,409,13401683,203461,578,588,107,46000,1,,
60,100,23,1000,17300889,27648,3855,148,642,0,0,,
85,220,0,13000,15527125,11388,15006,183,861,652,0,,
83,212,0,12000,13560960,23996,21130,161,5000,915,1,,
343,128,2000,854,15523168,132423,2507,349,766,15000,1,,
106,106,208,3000,11146409,26551,6558,273,1000,0,0,,
158,160,0,23000,7916887,15697,26982,182,1000,0,0,,
189,114,611,879,6565495,36455,949,229,52,0,1,,
125,99,15,12000,15279680,48245,12166,154,68,0,0,,
87,74,188,11000,7262288,17307,13917,186,1000,892,1,,
115,139,179,267,4584886,19114,538,115,202,0,0,,
23,52,686.509212,164,48468407.53,15762,654,47,116,17000,1,,
24,103,170,849,2154540,3803,2457,41,623,68,0,,
152,101,32,219,8129455,89568,661,142,141,17000,0,,
12,91,11,719,48468407.53,4377,3090,66,611,0,0,,
656,130,0,1000,136019448,452465,3133,695,660,89000,1,,
119,130,99,11000,183875760,213668,13357,270,1000,0,1,,
161,110,72,18000,67061228,96565,21554,135,1000,0,0,,
73,147,272,22000,53300852,154487,37076,259,11000,0,1,,
96,96,170,13000,150415432,117606,15662,217,738,0,0,,
28,118,13,23000,44834712,13995,26907,62,2000,353,0,,
105,88,3,1000,84300000,90360,1178,147,48,0,1,,
102,325,517,12000,1500000,9830,14255,189,849,1000,1,,
206,102,235,956,62318875,156225,2998,502,845,0,1,,
159,110,118,11000,5773519,28618,12876,91,1000,11000,0,,
137,136,835,670,51768623,73006,1801,297,370,0,1,,
116,103,84,12000,37035515,34597,23864,194,10000,0,0,,
177,103,255,11000,24520892,85198,22383,303,5000,0,1,,
99,90,16,44,24430272,46158,132,403,28,0,0,,
56,154,521,10000,158348400,88844,14244,142,1000,0,1,,
117,99,23,405,31136950,47364,1066,75,268,0,1,,
252,93,165,26000,29113588,117999,27834,181,956,16000,1,,
375,109,97,17000,138447667,408302,19968,345,971,39000,1,,
150,124,50,8000,116006080,203269,9255,602,437,11000,1,,
187,84,91,579,106793915,140499,1817,358,530,0,1,,
108,90,29,22000,87856565,106909,24534,268,923,0,0,,
21,117,71,723,70100000,20183,3841,41,558,0,0,,
270,123,176,975,159578352,133177,4825,380,815,24000,1,,
72,251,311,940,57750000,21554,2957,192,726,0,1,,
154,105,153,4000,45290318,74169,6727,112,828,17000,1,,
114,115,73,11000,41543207,30077,15571,175,3000,893,0,,
27,122,0,12000,41252428,11453,13716,71,592,0,1,,
166,119,89,650,35228696,63677,1651,460,537,0,1,,
288,81,119,468,59992760,119622,2134,396,442,0,0,,
117,133,46,683,34667015,74009,2371,317,349,0,1,,
291,100,308,10000,37652565,91151,15369,283,2000,20000,0,,
151,120,17,22000,24375436,42547,33585,265,9000,748,0,,
36,104,5,5000,20915465,38203,7723,290,922,0,0,,
168,122,487,12000,24127895,248123,12076,437,43,10000,1,,
283,80,611,5000,84961,149414,6229,841,643,0,1,,
127,91,30,922,26404753,34203,3301,169,786,19000,0,,
293,112,133,11000,6105175,247020,12239,835,392,50000,1,,
95,100,19,624,5664251,22309,2056,102,489,0,0,,
4,30,686.509212,870,48468407.53,1558,1610,18,284,455,1,,
213,105,0,1000,1260917,24657,1342,71,172,0,1,,
119,110,161,1000,116724075,187181,1954,564,418,0,1,,
9,101,326,326,48468407.53,590,488,5,152,161,0,,
167,144,241,13000,56083966,137003,18761,658,3000,0,1,,
98,108,4,687,22108977,29861,1134,132,312,505,0,,
234,107,0,13000,293501675,704766,17540,2073,3000,14000,1,,
258,102,20,107,18600911,125198,362,153,81,11000,1,,
108,100,64,734,7204138,34809,2085,125,574,11000,0,,
81,126,80,668,90800000,126907,2004,235,641,0,1,,
538,138,737,34000,150117807,358416,83012,751,23000,63000,1,,
224,108,98,16000,163947053,227824,18656,273,896,10000,1,,
129,105,78,984,116735231,56646,2129,336,489,0,0,,
125,108,0,1000,118500000,340085,3660,327,869,12000,1,,
433,89,0,19000,126546825,327367,32325,918,11000,83000,0,,
362,129,456,1000,166147885,220020,4585,1360,935,101000,0,,
93,84,0,13000,111760631,40227,22935,188,4000,681,0,,
71,149,541,18000,108706165,99558,31349,236,11000,0,1,,
104,94,189,3000,138614544,75152,7014,288,2000,0,0,,
319,121,532,480,125069696,203963,1261,420,449,58000,1,,
41,128,545,15000,107458785,71754,16751,166,923,0,1,,
300,134,0,1000,102310175,64989,2676,279,575,40000,1,,
556,120,21000,10000,96917897,479453,10555,696,349,74000,1,,
161,129,42,97,93952276,132048,318,203,50,12000,0,,
151,89,119,2000,90703745,93748,5855,410,869,1000,0,,
212,116,0,287,89138076,98535,600,734,157,0,0,,
111,118,0,1000,87666629,283480,3986,263,869,0,1,,
173,107,164,8000,90353764,85629,12556,144,2000,14000,0,,
181,155,0,18000,82522790,143835,42220,654,12000,14000,1,,
252,123,0,11000,94125426,79264,13321,277,935,13000,1,,
216,128,241,11000,95001343,66511,16911,200,3000,28000,1,,
203,139,333,22000,81292135,137891,36810,696,13000,0,1,,
218,109,101,13000,86208010,97045,16179,285,899,55000,0,,
118,120,155,23000,81593527,48806,24300,263,984,11000,1,,
241,121,278,22000,75274748,130661,36010,304,11000,54000,1,,
119,102,167,2000,90835030,28621,5178,58,874,0,0,,
89,117,0,855,72455275,113068,2144,382,363,0,1,,
209,178,138,904,75305995,110394,5074,433,876,0,1,,
374,147,436,3000,74098862,656640,3924,1732,472,13000,1,,
235,90,38,2000,72266306,127528,6775,422,897,0,1,,
215,105,29,24000,71347010,166194,28928,215,4000,0,1,,
109,114,101,700,70836296,109445,2842,426,655,0,0,,
125,206,0,433,70405498,113472,698,442,256,0,1,,
65,99,14,17000,70163652,31968,19334,82,826,663,0,,
125,123,563,24000,66808615,87351,43917,344,11000,2000,0,,
322,137,11000,769,115603980,103589,2938,351,698,35000,1,,
191,102,23,2000,64149837,146899,7009,185,2000,0,0,,
191,109,415,982,83906114,104481,2357,189,971,16000,0,,
221,82,160,164000,66466372,75345,303717,290,137000,0,0,,
459,142,14000,15000,72306065,178118,16944,355,535,55000,1,,
131,106,212,578,59068786,86902,2544,411,563,0,0,,
222,114,89,836,60923325,147317,2091,197,719,12000,0,,
118,106,23,1000,57887882,35508,2325,211,593,0,0,,
100,108,287,4000,53955614,77415,8610,139,835,0,0,,
70,98,20,2000,54967359,52805,7039,209,2000,0,0,,
138,131,58,15000,54228104,104991,17152,544,1000,0,1,,
274,118,65,11000,57981889,173848,13943,203,980,25000,1,,
349,113,174,14000,61094903,210542,17152,332,903,29000,1,,
341,130,22000,23000,53082743,844052,63986,1100,20000,49000,1,,
196,116,51,18000,54414716,114294,30571,187,11000,12000,0,,
83,89,7,3000,57011847,20615,3361,44,190,0,0,,
283,139,0,708,50859889,236000,848,1043,78,14000,1,,
105,130,46,387,51185897,69457,1233,271,244,0,1,,
351,107,190,2000,52000688,171418,4243,619,1000,17000,0,,
16,116,425,954,49851591,7900,2179,34,568,263,0,,
195,96,192,40000,47781388,147504,41293,531,534,0,1,,
175,99,18,18000,52320979,114321,18693,548,426,0,1,,
193,104,34,545,47806295,87447,1274,371,351,0,1,,
169,105,54,3000,51853450,37398,9069,110,2000,11000,1,,
128,101,10,1000,46012734,54421,4298,101,689,3000,0,,
249,134,16000,880,47034272,25465,2281,190,413,16000,1,,
91,135,0,13000,45856732,46221,16762,141,936,0,1,,
207,98,326,21000,59588068,89557,22318,376,534,0,0,,
77,155,14000,12000,44175394,56509,37570,227,11000,0,1,,
25,106,323,472,45500797,17443,519,56,47,694,0,,
211,102,25,1000,41797066,92789,4324,998,741,0,0,,
19,95,80,3000,38087756,49612,4634,39,450,0,0,,
101,103,643,24000,37752931,20201,26938,180,1000,0,0,,
175,95,30,799,50562555,81334,2787,291,690,0,1,,
342,109,99,176,37371385,192462,390,334,61,42000,1,,
147,95,98,405,37101011,30394,1070,103,358,0,0,,
420,111,0,2000,38176892,104119,4486,518,741,26000,0,,
138,123,541,12000,36283504,104564,12970,587,638,0,1,,
82,140,0,720,35183792,68159,3044,209,576,0,1,,
201,94,52,683,38543473,84382,1488,158,392,0,0,,
82,94,0,374,36037909,10132,1238,130,258,390,0,,
277,92,77,703,42575718,83788,3074,227,682,20000,0,,
90,102,6,711,33864342,29968,2913,117,683,445,0,,
157,123,75,18000,33508922,95860,23920,660,3000,16000,1,,
124,104,101,787,42071069,36223,1827,208,299,0,0,,
3,30,686.509212,51,48468407.53,8495,108,43,21,301,1,,
146,102,65,1000,32853640,50199,3239,101,613,702,0,,
303,136,3000,14000,42615685,136093,28927,416,9000,24000,0,,
70,93,85,924,32055248,18723,2711,146,595,0,0,,
283,129,335,15000,31836745,81298,15595,341,467,39000,1,,
212,107,50,293,30993544,58871,621,156,117,0,1,,
98,117,260,1000,30981850,35834,3969,284,1000,0,0,,
110,116,18,2000,30199105,25346,3753,167,1000,470,0,,
146,135,0,3000,29077547,41685,5917,754,1000,3000,1,,
100,107,55,3000,29374178,12093,4565,188,941,394,0,,
62,90,39,607,28535768,10446,1335,105,322,279,0,,
70,99,287,10000,27663982,26051,10469,164,368,0,0,,
107,104,0,964,27053815,12856,2888,291,931,299,0,,
169,115,56,20000,26814957,84357,77823,252,19000,0,1,,
94,119,7,18000,25178165,70292,29484,274,9000,8000,1,,
190,99,81,327,25117498,37412,960,178,253,0,0,,
112,112,17000,22000,32645,67797,23737,223,926,0,1,,
12,128,545,783,24332324,13830,3126,61,754,680,0,,
201,112,118,877,36665854,76498,3432,203,738,15000,0,,
34,86,7,10000,22717758,11156,14275,67,908,0,0,,
104,108,105,22000,22433915,21319,34377,166,11000,416,0,,
55,128,34,978,22326247,11232,3821,106,886,0,0,,
86,84,33,1000,21176322,23747,5039,207,1000,0,0,,
50,111,17,14000,20300000,16741,17877,60,940,309,0,,
181,131,719,16000,20302961,49874,18913,450,893,0,0,,
