Col1,Col2,Col3,Col6,Col7,Col8,Col10,Col13,Col15
1,3,1,133615,26752,7782,4470,585,1
1,3,1,1909191,1644977,641482,87432,11106,1
1,3,1,952260,212862,50884,48513,1722,1
1,3,1,1377618,1258785,137554,40745,5822,1
1,3,1,1458037,1015955,115319,18824,10571,1
1,3,1,1121967,405846,42789,23136,2689,1
1,3,1,1009950,324870,64470,18192,2804,1
1,3,1,717493,295468,5813,15101,4498,1
1,3,8,1009936,607399,148463,52829,12088,1
1,3,20,369855,222120,41678,5634,1554,1
1,3,24,1602013,170082,7935,8326,1511,1
1,3,20,955916,296885,170197,32178,1594,1
1,3,14,852499,327838,124494,37014,4585,1
1,3,23,602861,64193,72772,25763,2829,1
1,3,23,72304,32853,3021,2360,703,1
1,3,34,584849,125022,44819,13013,1166,1
1,3,21,1126626,434993,186321,28976,3226,1
1,3,10,99574,24532,4883,2460,408,1
1,3,14,864096,246267,37174,10809,2024,1
1,3,11,2672086,244652,164701,78361,5388,1
1,3,20,1163830,472201,8108,21214,4671,1
1,3,38,1087941,78283,54725,26755,2636,1
1,3,37,3477614,570433,68243,21799,5282,1
1,3,37,111948,25990,4920,2257,251,1
1,3,30,2089792,510024,78611,53383,2919,1
1,3,26,1376090,440404,181196,108669,5649,1
1,4,53,138227,20595,286,20921,11625,1
1,4,54,579069,31901,24890,9841,2888,1
1,4,56,984288,386819,25360,35633,41280,1
1,4,50,27858,334140,14524,14501,6764,1
1,4,41,342717,72605,16603,18872,4019,1
1,4,41,198755,40966,16915,5152,1297,1
1,4,40,132561,83336,9238,41162,7194,1
1,4,41,602493,755848,30761,45860,9273,1
1,4,38,39916,33609,37460,12906,4601,1
1,4,40,124275,13646,6313,2399,425,1
1,4,41,343527,253064,76054,18609,4630,1
1,4,51,1163094,261591,42939,31863,8275,1
1,4,53,348814,90169,9688,18938,6514,1
1,4,54,11932,15836,11632,10984,2987,1
1,4,53,114870,167972,16368,35933,2686,1
1,4,54,3204628,262064,35076,31976,10940,1
1,4,48,641333,72262,17946,5539,5253,1
1,4,48,105183,120980,51622,55519,7250,1
1,4,56,134648,116857,9370,25253,10673,1
1,4,53,947890,240665,46454,37913,8169,1
1,4,66,52307,17198,10317,29416,4658,1
1,4,61,517902,212107,15903,50821,4819,1
1,4,54,122529,50731,29917,6991,4593,1
1,4,56,100829,107311,28438,18973,3362,1
1,4,47,175973,65412,16437,8977,985,1
1,4,43,192070,145634,35747,52666,4824,1
1,4,48,28368,14744,11821,65225,5973,1
1,4,41,540888,18970,3998,7188,1527,1
1,4,41,178585,31759,20875,3280,625,1
1,4,44,342720,58124,67170,63109,1138,1
1,4,38,525575,145490,81650,26116,3581,1
1,4,38,331859,53497,15951,12721,662,1
1,4,35,102760,67608,28113,11779,1121,1
1,4,29,383969,56991,20555,11170,957,1
1,4,38,204279,112941,41169,25416,4326,1
1,4,43,557520,35017,22444,9622,2192,1
1,4,40,197159,64907,9026,5785,313,1
1,4,47,148243,157849,54643,16054,1345,1
1,4,41,234564,17858,16092,8979,977,1
1,4,48,9376,15432,12466,10022,3839,1
1,4,66,168842,47704,10962,28422,3433,1
1,4,70,168982,57784,18437,12190,2715,1
1,4,78,140339,23076,3473,4443,633,1
1,4,64,422774,155703,2358,11198,6269,1
1,4,75,14753,8841,2218,10558,4426,1
1,4,63,241302,224158,94703,25441,8912,1
1,4,60,421559,68949,32081,22338,1369,1
1,4,61,272542,99013,57543,21156,2501,1
1,4,37,177212,51868,15491,12611,970,1
1,4,41,45958,5340,1438,1288,38,1
1,4,50,1040407,711105,60271,223407,85163,1
1,4,60,1726379,175403,254738,325675,78921,1
1,4,63,865354,201077,21634,5503,8619,1
1,4,64,572092,545459,77603,38687,13780,1
1,4,63,1536814,24555,2259,7499,6761,1
1,4,48,257188,73962,27360,5331,3778,1
1,4,40,389779,484258,8087,60224,4507,1
1,4,43,229618,77129,18173,4903,1646,1
1,4,35,119381,101896,14625,23367,13178,1
1,4,38,385730,411161,78433,35376,3486,1
1,4,51,13315,49323,14106,5848,5865,1
1,4,51,252056,13140,7618,5932,4351,1
1,4,44,196508,229009,90328,18637,3556,1
1,4,60,11115,12548,3700,4967,4774,1
1,4,44,259812,358129,31513,28723,8553,1
1,4,41,264152,36429,1500,2032,1979,1
1,4,56,13261,6309,31780,12500,6127,1
1,4,43,201471,17692,13930,2317,644,1
1,4,48,460072,153383,3992,38858,1205,1
1,4,48,319287,95832,36596,40197,2111,1
1,4,34,293030,44110,4632,3250,574,1
1,4,30,104608,59771,6679,9980,706,1
1,4,30,252675,204971,59976,21181,6032,1
1,4,34,98659,168351,51972,27707,5115,1
1,4,40,87364,61424,40235,26992,6461,1
1,4,27,222399,115336,3103,10398,1150,1
1,4,30,44995,47032,15307,37234,4125,1
1,4,23,230330,102377,14763,7600,487,1
1,4,21,608475,133565,18635,11196,1275,1
1,4,27,1137748,288447,87004,11957,6529,1
1,4,24,176215,38067,9097,3057,1076,1
1,4,26,520161,286140,28088,13202,1592,1
1,4,17,408554,334572,29162,8209,1995,1
1,4,29,88298,19930,6509,5246,464,1
1,4,29,70544,39780,14068,4055,154,1
1,4,40,114854,76076,2553,20358,1783,1
1,4,47,64929,115110,19801,11580,5869,1
1,4,43,323602,82060,14745,9031,1601,1
1,4,47,131022,278768,282217,54241,39015,1
1,4,48,3058721,328064,71067,71309,19310,1
1,4,56,22059,30865,17421,11009,1898,1
1,4,64,26896,45770,24781,7920,5427,1
1,4,54,551719,38571,43209,9102,1596,1
1,4,56,75298,19669,7961,3327,5519,1
1,4,38,109276,141884,40291,4362,553,1
1,4,37,104614,17672,7805,21558,5446,1
1,4,37,377370,217942,11576,44568,3730,1
1,4,40,30846,19447,9561,6758,416,1
1,4,54,275366,162096,12883,19496,2774,1
1,4,53,28979,27530,5202,10444,2153,1
1,4,66,369524,47153,12879,32738,1836,1
1,4,53,61304,150042,84578,33263,1187,1
1,4,50,9967,8671,7392,21425,2806,1
1,4,38,339761,119401,25961,22555,2780,1
1,4,38,320257,14490,6430,10905,438,1
1,4,38,832351,167542,12529,29617,2114,1
1,4,47,23752,14915,6658,12714,2016,1
1,4,38,191201,52059,7088,4773,793,1
1,4,29,14267,94853,9457,10686,1712,1
1,4,38,27396,8463,9638,3734,2791,1
1,4,27,982060,218264,79311,30485,3536,1
1,4,47,87301,69347,19032,13111,3617,1
1,4,53,88644,15103,73,2708,580,1
1,4,48,298034,5117,8127,4434,895,1
1,4,48,425683,100236,30705,20391,9756,1
1,4,40,410008,113028,74686,24890,5610,1
1,4,37,793738,38833,18519,4128,3980,1
1,4,37,917454,396831,57279,46072,26519,1
1,4,35,522971,305713,19741,11750,8498,1
1,4,35,175363,177993,123847,68095,23844,1
1,4,29,657155,812567,68163,37548,28151,1
1,4,26,154886,181012,14302,13374,14625,1
1,4,34,791958,69430,11931,12892,9126,1
1,4,38,795942,513112,96755,110314,23384,1
1,4,50,1211988,274192,326699,97501,63880,1
1,4,50,1150941,1123322,30465,17977,27786,1
1,4,48,547792,465214,41660,29279,14739,1
1,4,60,452234,46163,17218,13856,18038,1
1,4,47,1903597,615346,48449,34836,21561,1
1,4,61,751917,41804,1137,8699,4267,1
1,4,66,227123,146378,44355,34614,15425,1
1,4,56,197898,102256,79037,53061,6086,1
1,4,61,2858007,97132,27235,18068,14382,1
1,4,51,96021,110917,22436,31173,6944,1
1,4,43,963697,167402,46656,6138,6100,1
1,4,44,28434,18583,5734,8565,4552,1
1,4,61,345725,53134,33940,27220,11742,1
1,4,56,795698,53552,7126,24986,1283,1
1,4,61,343060,13825,5892,3542,1440,1
1,4,77,19916,8733,8988,13486,9988,1
1,4,66,9868,47801,11184,12334,4898,1
1,4,80,154690,88084,5957,30300,5254,1
1,4,78,34468,90661,66549,8793,4598,1
1,4,61,553455,43577,27326,13954,1782,1
1,5,66,1003871,150655,32572,45451,10168,0
1,5,69,964423,71829,38572,6297,14137,0
1,5,77,34471,33799,10944,18875,20046,0
1,5,75,429691,213538,11740,13505,7616,0
1,5,83,10480,7098,12147,27232,8466,0
1,5,81,296682,69583,41867,11323,3081,0
1,5,69,753998,17858,19416,3130,906,0
1,5,78,15875,16020,2925,18955,1792,0
1,5,74,4642,9867,6992,11305,2073,0
1,5,80,845692,48295,67972,18073,50744,0
1,5,75,211531,84976,26606,10138,2374,0
1,5,69,77047,62110,23904,9662,4942,0
1,5,66,905070,83943,14247,24458,9243,0
1,5,54,173015,168190,6120,3942,6406,0
1,5,64,407320,35438,22788,5223,4232,0
1,5,70,79007,37430,12322,69556,10257,0
1,5,74,314623,94347,50735,12776,6675,0
1,5,83,203707,119852,10930,26793,7640,0
1,5,83,11727,3986,40236,36201,6256,0
1,5,66,52936,40463,87479,19328,8069,0
1,5,74,50309,22585,26820,18168,8812,0
1,5,56,215245,259425,141139,38262,7258,0
1,5,60,1767769,96629,16176,15084,9183,0
1,5,64,40940,40042,16072,6500,3723,0
1,5,53,236044,67283,5514,11671,6648,0
1,5,70,7236,15866,14907,14933,3844,0
1,5,60,242396,162360,43657,13469,5862,0
1,5,48,182102,73200,25897,21735,3843,0
1,5,51,117505,63683,8546,15506,7321,0
1,5,53,77344,74902,46303,35535,7375,0
1,5,64,10444,24587,3275,7082,4625,0
1,5,83,14776,13262,1794,11936,3769,0
1,5,91,10718,25469,18513,12939,8952,0
1,5,74,2271349,269617,66220,18113,13782,0
1,5,69,818767,252500,10190,72958,17805,0
1,5,57,634378,1008206,121009,163521,122975,0
1,5,44,1930865,844364,238900,135359,42784,0
1,5,56,1344055,85199,3196,18920,10772,0
1,5,54,223208,125358,30121,22038,16600,0
1,5,53,2043670,413291,64394,18822,31956,0
1,5,50,104483,47429,14321,5448,8307,0
1,5,47,609366,282141,10387,24587,16200,0
1,5,54,1167188,64971,81002,20457,9012,0
1,5,54,672559,20521,5112,15547,8399,0
1,5,53,224440,41251,15037,8796,4970,0
1,5,63,786964,133003,55284,32916,12911,0
1,5,69,10968,20036,5648,13345,4662,0
1,5,69,106714,136888,28984,21449,6191,0
1,5,74,68118,212451,41565,22566,19276,0
1,5,61,283591,57460,25914,11022,983,0
1,5,57,27326,12503,15147,8433,4364,0
1,5,63,363547,47145,44259,32635,5397,0
1,5,74,13245,32785,18854,7562,11750,0
1,5,78,252206,63801,38210,13784,776,0
1,5,77,9450,7916,3775,27565,5760,0
1,5,60,1194935,295605,66054,62873,4869,0
1,5,60,16643,30406,7688,4982,4591,0
1,5,56,159120,201820,87857,37734,6479,0
1,5,63,26071,11897,8720,8561,6874,0
1,5,74,1435936,67971,43371,24042,4196,0
1,5,64,534461,127311,25816,15815,7232,0
1,5,78,546312,32083,9700,13118,6441,0
1,5,54,201018,20234,2602,2208,163,0
1,5,60,113926,14991,770,2076,1069,0
1,5,63,158777,129091,24824,10638,2273,0
1,5,48,107326,24872,7121,2916,872,0
1,5,54,278056,13021,2284,2584,1408,0
1,5,51,299445,156629,30361,40954,3220,0
1,5,44,63288,115294,42406,11893,5933,0
1,5,35,1921031,323938,41604,52370,5293,0
1,5,48,17597,15947,2237,11562,2888,0
1,5,53,2352,63983,34025,21707,3127,0
1,5,50,207569,161207,9687,23151,4427,0
1,5,56,140409,32586,1385,6447,754,0
1,5,47,166746,36672,4025,17469,783,0
1,5,50,144346,131261,11606,4407,1174,0
1,5,61,35615,25984,12009,11798,4583,0
1,5,69,322156,126922,16994,19188,2809,0
1,5,74,36076,12164,8973,24342,3451,0
1,5,75,419956,8415,1675,1893,577,0
1,5,74,100180,3592,2909,543,557,0
1,5,74,109883,5536,1131,5900,1593,0
1,5,60,400300,259324,37518,29341,3313,0
1,5,61,37232,44219,11853,4694,4595,0
1,5,50,649091,72408,13288,9058,1465,0
1,5,41,160792,35468,5835,6159,723,0
1,5,35,501200,274355,36628,27372,5204,0
1,5,27,168390,139662,54202,10375,5513,0
1,5,30,119130,48773,7456,2922,1186,0
1,5,38,483984,142200,29552,29063,8081,0
1,5,53,395927,15028,11138,19964,7066,0
1,5,60,91319,18720,18714,10535,5748,0
1,5,60,153264,41374,680,2912,633,0
1,5,56,141660,24648,7299,6938,1250,0
1,5,56,222594,23701,26260,5559,2423,0
1,5,41,202691,308210,75007,38969,3425,0
1,5,50,60353,40421,25869,16667,8426,0
1,5,53,19116,23869,14637,19979,3850,0
1,5,48,1003430,105065,10948,4399,6564,0
1,5,66,14780,12228,25152,12898,4661,0
1,5,64,148252,63170,13086,5993,5552,0
1,5,67,53548,41755,15242,36697,2803,0
1,5,77,10973,14479,2080,4875,3513,0
1,5,69,159145,124712,15679,10150,6403,0
1,5,87,8110,8737,7323,5044,3756,0
1,5,78,222384,33450,4964,3339,891,0
1,5,87,28782,13268,2292,4053,3983,0
1,5,90,71237,32979,14700,27119,1864,0
1,5,81,88588,19248,4176,27584,4558,0
1,5,87,141768,72502,12955,18012,2093,0
1,5,87,5283,4914,1690,12019,2593,0
1,5,87,107601,50777,10328,9319,2835,0
1,5,70,265043,70771,31790,14661,1799,0
1,5,75,34058,18214,7503,9155,2415,0
1,5,57,52801,41386,26072,13634,4447,0
1,5,60,23385,23145,4607,14009,2614,0
1,5,66,225410,19371,1552,2873,1014,0
1,5,66,3157,17933,1162,13917,2749,0
1,5,74,120203,15605,2281,3221,625,0
1,5,74,231710,26859,27221,12101,4105,0
1,5,75,92045,78159,8709,10630,3686,0
1,5,77,17964,49540,20256,16345,4660,0
1,5,61,502098,178306,58123,24640,6783,0
1,6,60,638032,135908,1068,12079,5280,0
1,6,60,899973,222897,107748,30663,4112,0
1,6,63,26930,19517,14121,1935,1559,0
1,6,63,303799,35348,4956,9700,1969,0
1,6,57,478286,346300,26850,22675,3489,0
1,6,56,154942,50687,14420,4790,1537,0
1,6,51,426631,57181,12964,2727,1192,0
1,6,34,93470,232945,74631,15444,2662,0
1,6,35,440297,88964,44989,13641,4826,0
1,6,34,87012,37482,11189,5975,1158,0
1,6,27,217966,44011,13712,7438,633,0
1,6,23,80560,49136,7232,8918,1129,0
1,6,38,19673,18991,1164,11973,4348,0
1,6,38,260869,189463,57568,39639,2755,0
1,6,37,165664,71903,25246,2505,328,0
1,6,51,75781,55621,9534,4292,2257,0
1,6,27,338908,64811,11055,9200,1277,0
1,6,24,198181,101865,16787,24384,3637,0
1,6,35,111533,67922,4351,9755,1902,0
1,6,29,126576,107464,24090,54818,4249,0
1,6,34,569425,203075,98893,19616,3450,0
1,6,44,532557,89463,8835,24878,2845,0
1,6,41,98157,12007,1775,3709,326,0
1,6,43,1085372,590581,39295,20782,7007,0
1,6,54,170639,22835,1164,6772,484,0
1,6,54,166712,36946,11730,10656,4280,0
1,6,67,17829,11889,20066,8364,2298,0
1,6,80,100526,2789,1856,4979,336,0
1,6,78,1036055,106870,18771,21939,2269,0
1,6,77,9437,25250,18110,17011,2119,0
1,6,63,295685,124093,19909,20885,2908,0
1,6,51,5441,18836,9016,5357,3771,0
1,6,37,411146,306305,133848,23732,2100,0
1,6,27,133592,110575,4921,6025,622,0
1,6,23,499839,168599,8061,52074,3101,0
1,6,17,80014,138831,49888,19417,4687,0
1,6,44,3156,22818,4348,6439,6107,0
1,6,47,115374,33620,2330,2246,371,0
1,6,61,682525,120823,42240,15234,3417,0
1,6,66,406062,148964,16442,22217,3470,0
1,6,41,437993,204697,65988,28265,2317,0
1,6,47,297373,32633,2744,6044,2328,0
1,6,60,7768,5413,1703,8245,8639,0
1,6,53,153113,87665,23625,7154,4974,0
1,6,56,115731,101238,73350,15914,3365,0
1,6,50,3879,25506,23096,14379,4908,0
1,6,37,118908,60650,13410,33133,3444,0
1,6,30,118098,64128,22464,11887,1985,0
1,6,43,420159,136572,1357,16261,8700,0
1,6,37,57559,33468,23237,3507,649,0
1,6,30,81509,96780,41886,29726,2325,0
1,6,37,525901,22010,4573,2263,199,0
1,6,34,28670,6913,8589,2874,3134,0
1,6,50,177913,35954,36429,13000,2444,0
1,6,51,119986,167703,33179,19308,7126,0
1,6,54,476057,116647,30603,23180,10217,0
1,6,51,340673,56971,14510,7497,672,0
1,6,35,395263,263060,32779,15023,5065,0
1,6,34,820909,267227,45538,27836,3603,0
1,6,24,224991,20670,1858,1682,287,0
1,6,27,10941,18040,19991,25216,5242,0
1,6,43,107898,34121,3335,5220,520,0
1,6,38,106552,41294,9767,4552,1431,0
1,6,56,249345,54372,8516,4724,2655,0
1,6,57,1135493,78306,21719,13107,1973,0
1,6,60,295121,62283,39539,9890,2415,0
1,6,63,449253,15158,5612,2311,743,0
1,6,43,134397,77722,22624,9411,756,0
1,6,30,148700,238956,10991,46261,2577,0
1,6,26,86446,115823,69828,38049,2219,0
1,6,34,10762,7663,7827,7085,1512,0
1,6,35,206832,317335,21244,29151,3412,0
1,6,60,23279,8145,2067,15087,6114,0
1,6,66,225061,31323,19230,18176,2017,0
1,6,74,280205,48946,33364,25426,3024,0
1,6,78,245169,31299,1126,3604,313,0
1,6,67,275207,106252,4421,7085,2899,0
1,6,63,273246,38749,33306,21106,4290,0
1,6,48,108521,59034,89524,7810,2720,0
1,6,44,231946,20819,12243,8988,462,0
1,6,53,33985,8864,575,6487,1394,0
1,6,48,203423,33006,3349,1975,749,0
1,6,51,251348,150910,43430,27881,3330,0
1,6,57,366564,21624,11297,4260,1868,0
1,6,54,285709,36089,22822,11698,2157,0
1,6,44,273926,147935,44736,13393,1883,0
1,6,38,1133215,87200,11205,12632,1110,0
1,6,48,9206,18479,12798,1232,4736,0
1,6,38,168411,15145,8245,5557,597,0
1,6,54,187686,108917,59899,13381,2843,0
1,6,51,105621,42275,11097,1884,463,0
1,6,38,266653,105050,36348,33259,4268,0
1,6,30,128504,112540,44245,17179,1118,0
1,6,21,1981937,240618,29433,24654,5896,0
1,6,24,245147,86722,6053,13416,1521,0
1,6,30,14334,14324,19332,22104,2245,0
1,6,47,87162,40593,7864,4120,5291,0
1,6,53,162846,91807,6629,6971,1857,0
1,6,56,1602491,164307,106174,21093,4004,0
1,6,57,21924,34280,6878,8473,6168,0
1,6,53,712037,86467,7360,29166,5362,0
1,6,48,1017458,334985,72699,17509,2508,0
1,6,56,105471,9771,299,3362,938,0
1,6,66,636387,12661,4633,14588,1482,0
1,6,70,26443,13008,3157,8781,5552,0
1,6,70,490649,62532,9818,10038,2880,0
1,6,54,870574,182910,54975,13017,2787,0
1,6,40,44233,27282,17166,2910,5426,0
1,6,26,1366714,175469,27400,12451,4619,0
1,6,20,165728,227790,89218,30940,2490,0
1,6,43,52013,23930,8320,12575,1466,0
1,6,47,342058,129085,34543,36866,2864,0
1,6,54,167197,86242,37106,46515,2113,0
1,6,63,100407,153054,40608,56295,2509,0
1,6,53,2146748,67728,23070,16483,2615,0
1,6,37,49141,30754,9942,4054,1240,0
1,6,27,71507,37889,6692,646,422,0
1,6,24,793665,444860,149236,35927,20274,0
1,6,23,583707,73420,16826,9153,3730,0
1,6,35,110375,85634,5750,10354,5023,0
1,6,50,793390,169164,19028,24500,7451,0
1,6,57,423299,5915,2631,2876,611,0
1,6,66,97621,29421,1648,4870,1308,0
1,6,67,258820,11949,7978,2234,1053,0
1,7,44,244543,18552,12580,8411,7062,0
1,7,41,609696,521997,144346,19206,19061,0
1,7,63,432956,50280,22992,31993,8745,0
1,7,69,13851,22711,11740,26806,3670,0
1,7,77,110828,150159,7157,34830,6007,0
1,7,87,167400,3841,2029,2342,810,0
1,7,87,98291,45254,16940,30334,3832,0
1,7,69,217672,69965,40496,79867,2731,0
1,7,69,93631,39944,14637,15950,3795,0
1,7,57,150705,25407,3619,5656,748,0
1,7,48,232442,94539,3410,11669,3898,0
1,7,61,113337,10454,10772,4969,4059,0
1,7,61,970245,550394,33585,141838,18949,0
1,7,81,47880,19515,5029,21791,4340,0
1,7,75,110347,63204,18945,9253,665,0
1,7,63,243859,138943,29062,17939,5087,0
1,7,60,120712,87631,15092,13804,1216,0
1,7,43,335952,53451,6425,9156,889,0
1,7,70,83194,4472,6527,4431,748,0
1,7,74,107008,6332,3204,2564,937,0
1,7,83,321450,96765,5488,19895,6090,0
1,7,81,496934,33652,7179,15528,9190,0
1,7,67,329322,137502,10708,15629,3644,0
1,7,77,60172,5783,7299,29070,4577,0
1,7,78,66943,42195,7294,14151,4469,0
1,7,81,239769,26845,7037,9767,2581,0
1,7,81,514663,92546,22118,46247,5692,0
1,7,75,352927,43622,17650,3024,3740,0
1,7,57,241903,29193,9792,10443,763,0
1,7,53,320329,20800,3898,9397,1078,0
1,7,38,79480,67167,26447,9839,340,0
1,7,27,121127,39748,13494,5641,898,0
1,7,20,293377,561348,81944,24184,2854,0
1,7,27,715956,28903,2393,17940,4469,0
1,7,37,93507,42446,2151,4601,802,0
1,7,34,220136,30708,12141,5519,883,0
1,7,40,330007,60123,9912,10620,467,0
1,7,23,375884,55813,16399,4220,719,0
1,7,7,517806,481808,21929,22181,1754,0
1,7,20,106742,34410,29364,30883,2814,0
1,7,24,145456,109063,41091,18307,1577,0
1,7,24,129597,29818,15733,4850,535,0
1,7,40,273825,88321,8359,10192,789,0
1,7,35,242007,199186,61781,20918,4344,0
1,7,48,57370,6198,2799,6692,2629,0
1,7,75,100080,14717,15723,41992,3883,0
1,7,91,4181,6361,7104,8762,3900,0
1,7,90,187738,104377,11518,22612,459,0
1,7,91,7941,13397,1776,21658,3814,0
1,7,88,153177,14587,8893,13828,3013,0
1,7,75,148898,61518,65932,9618,4049,0
1,7,80,206586,80256,60936,55674,2764,0
1,7,54,73344,8711,6026,859,317,0
1,7,41,193386,43595,3263,18326,769,0
1,7,37,87227,38364,3585,8619,401,0
1,7,26,196431,34821,9441,15546,738,0
1,7,26,113656,59558,24320,5704,705,0
1,7,24,73306,133236,67002,35178,1309,0
1,7,35,5960,14369,2759,4002,2483,0
1,7,47,24192,27044,14499,7104,493,0
1,7,64,13248,5017,7409,22566,5369,0
1,7,57,237429,43511,10071,7020,763,0
1,7,60,114901,50038,19208,25347,1018,0
1,7,61,30919,27259,9676,26366,1476,0
1,7,47,112295,15923,11034,4229,470,0
1,7,56,127846,74826,10536,8706,5218,0
1,7,48,155828,89954,14655,36170,4581,0
1,7,37,194244,241451,16276,13802,4280,0
1,7,29,721967,269569,22780,46295,3617,0
1,7,10,188128,118740,34294,20963,666,0
1,7,7,176010,21283,7160,7290,902,0
1,7,21,18220,20425,4427,18512,1660,0
1,7,41,217235,49553,5490,20190,3810,0
1,7,44,308893,177962,51235,4096,2510,0
1,7,50,243017,55386,21169,19577,2884,0
1,7,53,194661,14539,6236,6450,347,0
1,7,44,30702,54267,30858,10169,1937,0
1,7,54,802922,56249,4093,9174,314,0
1,7,54,577492,117162,1003,24609,6615,0
1,7,56,136621,38366,57251,15615,6871,0
1,7,47,1147851,295072,6591,26010,2232,0
1,7,48,105356,90329,134022,5570,3366,0
1,7,64,14253,7158,7025,14350,3925,0
1,7,64,113403,8632,2063,4278,1119,0
1,7,74,64489,10548,838,3460,686,0
1,7,75,345547,153290,32423,24467,1638,0
1,7,47,162560,55596,24210,5098,1499,0
1,7,17,742044,369063,19399,9674,5130,0
1,7,8,336505,823909,142218,23505,27764,0
1,7,16,804070,79045,9975,9335,7705,0
1,7,29,775106,259110,70943,141280,50975,0
1,7,53,52609,28260,5737,6953,1598,0
1,7,64,1449851,47290,30924,20038,15346,0
1,7,57,711630,84721,141539,31853,8777,0
1,7,43,1480137,411693,17944,6965,6635,0
1,7,35,674802,203141,61213,20749,16925,0
1,7,29,570842,37649,14438,6868,3559,0
1,7,37,224384,6970,16684,2535,614,0
1,7,53,842691,40370,13378,20859,4381,0
1,7,61,979391,47997,32564,9111,3277,0
1,7,63,975287,69173,14589,9037,3592,0
1,7,75,293100,19941,1526,16620,14458,0
1,7,77,78581,117895,63881,12388,3788,0
1,7,77,29473,27807,20000,15686,5609,0
1,7,69,3388179,84105,134530,35467,4381,0
1,7,64,397484,14188,20283,54072,3114,0
1,7,50,349143,268662,27667,37056,2147,0
1,7,50,1078080,513172,35818,15640,26255,0
1,7,53,1248854,311983,251976,170038,47498,0
1,7,48,1476885,141975,127880,50563,30402,0
1,7,53,888776,355390,59708,17328,20253,0
1,7,53,901701,14420,23934,10625,3432,0
1,7,56,455040,99020,52929,66813,7621,0
1,7,48,2671098,195205,30751,15907,2190,0
1,7,51,693402,173122,8583,15202,5448,0
1,7,57,851521,53610,17836,14346,5891,0
1,7,50,874394,225586,17090,45459,4396,0
1,7,54,825432,47015,17571,6905,2199,0
1,7,57,12454,36211,908,22434,5450,0
1,7,48,112200,99064,31796,5813,1201,0
1,7,43,1987273,576503,50067,44862,8060,0
1,7,34,996507,659393,48415,38788,3375,0
1,8,67,1518256,342489,269378,27648,31652,0
1,8,57,586362,128010,36015,18938,5952,0
1,8,57,306911,129818,27891,7345,3753,0
1,8,40,148615,318572,125331,18608,23308,0
1,8,53,36996,14653,8077,4238,8467,0
1,8,50,211537,42430,5713,6270,2368,0
1,8,80,11001,9837,11408,20969,6983,0
1,8,90,32508,17849,1418,4083,494,0
1,8,74,99460,10253,1975,1891,508,0
1,8,84,16891,10441,5752,5082,4940,0
1,8,57,98968,101080,25732,4608,862,0
1,8,38,744174,375093,16720,23200,10034,0
1,8,37,143485,7838,949,3413,439,0
1,8,20,99952,102783,70323,19374,9559,0
1,8,34,185701,4559,8329,4800,868,0
1,8,38,122583,67165,18537,2633,1021,0
1,8,43,21897,27801,7643,5904,2438,0
1,8,53,405231,50006,25500,20191,4508,0
1,8,60,4670,13343,9978,24824,1930,0
1,8,64,1381939,222741,167143,31061,8237,0
1,8,61,32764,49380,29761,16813,3989,0
1,8,56,1613103,225499,5075,43498,5962,0
1,8,48,229719,29360,3155,14136,733,0
1,8,57,13849,17388,3649,8986,2705,0
1,8,66,1008904,30798,12307,8354,3799,0
1,8,67,145479,32061,8361,4582,1083,0
1,8,61,96444,79482,14239,4868,1046,0
1,8,51,2094394,93538,20509,12120,5867,0
1,8,48,6475,40796,4516,11509,3909,0
1,8,47,145785,34361,16956,6555,1317,0
1,8,56,30116,55144,42038,24414,5509,0
1,8,53,1467485,188885,28498,54846,4218,0
1,8,60,6576,10687,5179,17457,2906,0
1,8,51,184555,93074,13366,5023,887,0
1,8,38,140651,19397,3233,2538,365,0
1,8,43,390410,90858,12026,28546,2041,0
1,8,35,202942,77492,61360,32269,4469,0
1,8,63,6066,23391,1094,32743,4880,0
1,8,63,266948,54137,15570,9029,803,0
1,8,61,258078,126846,4765,9723,5239,0
1,8,74,14382,9677,5477,6927,4883,0
1,8,48,78363,53208,20273,14684,667,0
1,8,64,5894,16522,2289,4305,7557,0
1,8,83,4974,8823,7032,10340,9750,0
1,8,67,104213,179404,7694,20621,3276,0
1,8,93,24536,4660,9469,4929,12304,0
1,8,75,772212,231370,2242,25087,5337,0
1,8,53,429155,219558,58659,26302,4434,0
1,8,57,33319,37058,26039,17828,7839,0
1,8,40,101274,223736,152282,38727,6019,0
1,8,35,1309015,354048,25785,21710,11259,0
1,8,50,3575,8224,5246,18555,4570,0
1,8,61,3395,13678,11672,28203,3262,0
1,8,66,198089,37306,1083,4572,707,0
1,8,91,5170,9378,8909,9579,2860,0
1,8,87,96398,17963,1394,3971,781,0
1,8,77,489521,297687,52389,13068,5237,0
1,8,74,71109,67427,40616,12819,10377,0
1,8,50,570264,122314,18297,27245,4174,0
1,8,41,210143,166656,18410,34412,5239,0
1,8,37,113432,175008,44526,24215,6761,0
1,8,30,1499858,51432,4618,7760,1321,0
1,8,41,471459,171867,60850,24587,6869,0
1,8,48,3336,32247,10456,5671,4695,0
1,8,38,222363,22523,1524,1079,411,0
1,8,43,297151,52728,109319,27255,2147,0
1,8,37,729714,395215,23982,62469,6134,0
1,8,44,155890,11919,11097,16412,2215,0
1,8,47,200123,29092,7303,10295,1386,0
1,8,38,1030453,58184,32617,12605,3156,0
