-0.365Col11-0.357Col10-0.355Col13-0.344Col9-0.342Col12...,'0.409Col4+0.4  Col8+0.339Col7+0.328Col6-0.322Col12...',-0.516Col3+0.489Col1-0.412Col4-0.271Col12+0.266Col2...,-0.875Col2-0.334Col5+0.324Col1+0.067Col6-0.064Col10...,'0.832Col5+0.431Col1+0.18 Col6+0.173Col4+0.142Col3...',-0.628Col1-0.363Col2-0.359Col3+0.333Col5-0.261Col4...,-0.809Col6+0.301Col9+0.263Col10+0.238Col8+0.222Col1...,Col15
1.261006,-0.0398,-1.653166,-1.5228,-0.628666,-0.38081,-0.280271,1
0.138499,0.655821,-1.462902,-1.560378,-0.772069,-0.062472,-0.267191,1
-0.479268,0.487731,-1.446488,-1.469214,-0.598801,-0.276967,-1.585954,1
0.657108,-0.834449,-1.995112,-1.504079,-0.801555,-0.715109,-0.41685,1
0.33613,-0.214489,-1.431269,-1.632639,-0.601574,-0.051957,-0.394359,1
1.341998,-0.310288,-0.55734,-1.458911,-0.941863,0.297448,-0.280503,1
0.969988,-0.466363,-0.149977,-1.356961,-1.17654,0.400705,-0.711539,1
0.641619,-0.297096,-0.142426,-1.547296,-0.587543,0.597998,-1.033122,1
0.585858,0.445094,0.030577,-1.38302,-0.851613,0.516307,-1.466157,1
0.833588,0.218776,-0.331297,-1.49946,-0.610182,0.367649,-1.35782,1
1.350842,-0.141023,-0.619685,-1.536329,-0.728862,0.2186,-0.640435,1
-0.062147,0.320218,0.388584,-1.373127,-0.825943,0.841433,-1.963273,1
-0.434946,-0.651377,-0.803431,-1.555092,-0.990062,0.191265,-0.519822,1
-0.496771,0.597848,-0.693229,-1.500751,-0.836832,0.194203,-1.220752,1
-0.290811,0.91542,-0.313342,-1.456413,-0.425982,0.45282,-2.021651,1
0.228719,0.163913,-1.486321,-1.547019,-0.684691,-0.355216,-1.242208,1
1.284448,-0.144561,-0.696813,-1.521286,-0.865779,0.197337,-0.313898,1
1.662379,-0.545527,-0.408352,-1.562348,-0.862644,0.425327,-0.026271,1
1.546216,-0.378816,-0.934781,-1.539254,-0.780491,0.036383,-0.229503,1
-0.519511,0.360066,-1.163674,-1.565674,-0.734993,0.026137,-0.944447,1
-0.181874,1.003336,-1.325359,-1.480722,-0.562282,-0.26355,-1.337135,1
0.526317,0.123593,-1.566879,-1.499538,-0.923493,-0.336658,-0.346958,1
0.077824,0.639151,-0.514057,-1.553647,-0.710936,0.554275,-0.87193,1
1.5366,-0.294342,-0.799554,-1.575414,-0.768653,0.146694,-0.215159,1
-2.94541,2.613886,-0.708818,-1.756093,-0.532543,0.797515,-0.951949,1
1.574248,-0.343321,-0.354128,-1.59439,-0.865,0.4593,-0.105103,1
-0.689803,0.214513,-0.660977,-1.488347,-0.512834,0.219355,-2.279191,1
1.413388,-0.715593,-0.08445,-1.600941,-0.92938,0.683391,0.002064,1
-0.053962,0.094765,-1.205992,-1.949855,-1.06402,-0.172613,-0.023601,0
-1.611029,0.802498,-1.272945,-1.943072,-1.162264,0.077765,0.273138,0
-1.265496,0.741372,-0.495951,-1.724568,-0.577332,0.148829,-2.667415,0
0.89829,-0.297404,-1.070507,-1.752392,-0.828366,-0.350773,-0.805187,0
0.403938,0.003955,-0.155513,-1.774341,-0.974761,0.444671,-0.794196,0
1.542254,-0.57704,-0.346164,-1.811146,-0.926319,0.259049,-0.144913,0
0.769417,-0.157563,-0.332629,-1.791429,-0.870497,0.300674,-0.660695,0
0.920453,-0.593751,-0.194498,-1.836284,-0.970491,0.35974,-0.461522,0
-0.660892,-0.474754,-0.935751,-1.85177,-0.794827,-0.100649,-1.523396,0
0.424208,0.617493,-0.228866,-1.889267,-0.980881,0.551312,0.034637,0
-1.638547,1.094813,-0.696427,-2.01523,-0.938133,0.416578,-0.310474,0
-1.615218,0.251323,-0.247172,-1.848108,-1.284212,0.717015,-0.679612,0
0.566518,-0.569179,0.550985,-1.993435,-0.969156,1.140627,-0.048242,0
0.471411,-0.671902,0.345044,-1.893911,-1.107022,0.843917,-0.100012,0
-1.804919,0.673259,0.790225,-1.726819,-1.130598,1.210642,-1.772853,0
-0.157721,-0.915573,-0.029879,-1.909951,-1.343107,0.612793,-0.059982,0
-0.772147,0.657319,-0.072284,-1.771724,-0.804931,0.436743,-1.755083,0
-2.585479,1.937659,0.787139,-1.717246,-0.243714,1.213022,-3.952808,0
1.205867,-0.457707,0.0235,-1.822678,-1.13692,0.46506,-0.213556,0
-1.017938,0.950814,-0.302312,-1.955275,-1.028727,0.671762,-0.122976,0
0.959274,-0.38104,0.092958,-1.944166,-0.918866,0.702828,-0.154299,0
0.605931,-0.100261,0.332076,-1.847844,-0.996325,0.750593,-0.768415,0
0.473811,-0.750968,0.491299,-1.981954,-1.111768,1.078171,0.067381,0
0.277515,-0.649607,0.561229,-1.811412,-1.180698,0.908741,-0.482839,0
0.844063,-0.68188,0.535455,-1.84154,-1.18581,0.858024,-0.232239,0
0.972081,0.292112,-0.026908,-1.732326,-0.753275,0.288164,-1.444498,0
-0.191192,-0.148354,-1.320313,-1.920161,-0.882193,-0.176823,-0.51583,0
1.221679,-0.078304,-0.89962,-1.824802,-1.059333,-0.12327,-0.100921,0
1.19603,0.013611,-0.891321,-1.893985,-0.812334,-0.010585,-0.086749,0
-0.999316,0.348109,-1.290333,-2.128497,-0.925889,0.146938,0.469402,0
-0.592211,0.811203,-0.968967,-1.869019,-0.36511,-0.103384,-1.725137,0
-1.245216,1.582035,-0.734916,-1.779616,-0.55295,0.115075,-2.085438,0
-2.82929,2.378815,-0.868019,-1.944806,-0.863212,0.402892,-1.234867,0
-0.957339,0.332412,-0.352859,-1.74966,-0.503886,0.319265,-2.375423,0
-1.869097,1.56376,0.470945,-1.973053,-0.837107,1.666408,-0.56911,0
0.50036,-0.800658,0.890779,-1.729903,-1.279652,1.005459,-0.783626,0
0.34391,-0.736253,1.179637,-1.800483,-1.106955,1.298966,-0.851224,0
0.751365,-0.847032,0.661541,-1.850947,-1.242029,0.950669,-0.179958,0
1.178858,-0.7703,0.137982,-1.83006,-1.052631,0.572939,-0.263293,0
0.164369,-0.13537,-0.219077,-1.789987,-0.757604,0.322329,-1.401572,0
0.28424,0.206109,-0.412513,-1.699541,-0.422574,0.027014,-2.324027,0
0.88911,-0.171165,-0.014155,-1.748673,-0.832559,0.3909,-1.102572,0
1.011435,-0.150896,-0.046305,-1.69718,-0.818613,0.290007,-1.299061,0
0.245528,-0.06338,-0.415302,-1.788979,-1.256589,0.338456,-0.017297,0
-0.358072,-0.238715,-0.572759,-1.820872,-1.070095,0.150729,-0.707508,0
-0.023607,0.402617,-0.406526,-1.588085,-0.547644,-0.071345,-2.4784,0
1.40525,-0.120661,-0.580373,-1.844501,-0.725128,0.103642,-0.51025,0
1.010315,-0.141017,-1.395366,-1.859227,-0.859424,-0.413503,-0.047394,0
1.410602,-0.061152,-1.418649,-1.815083,-0.786035,-0.441601,-0.121361,0
1.163847,0.332214,-1.480724,-1.871319,-0.668139,-0.409573,0.033829,0
1.909885,0.229308,-1.354164,-1.737588,-0.654371,-0.541472,-0.622779,0
1.601996,0.124047,-1.554968,-1.860882,-0.73726,-0.506485,-0.01816,0
0.099366,0.914177,-0.658905,-1.867723,-0.078811,0.165905,-2.187069,0
1.427325,-0.05578,-0.635048,-1.782204,-0.854764,-0.0154,-0.523423,0
0.497459,0.008814,-0.432477,-1.942722,-1.057778,0.388734,0.182023,0
1.168332,-0.4478,0.18645,-1.844196,-1.030472,0.589979,-0.384472,0
0.728344,-0.052333,0.002064,-1.856843,-1.100097,0.541514,-0.250229,0
1.41712,-0.386359,-0.23413,-1.819829,-1.131985,0.273673,-0.128555,0
0.910149,-0.44035,0.321666,-1.785686,-1.30108,0.714241,-0.194665,0
-0.22012,-0.492739,-0.495667,-1.828938,-1.027402,0.090192,-0.956354,0
1.269716,-0.469452,-0.215826,-1.825287,-1.027698,0.315421,-0.246755,0
0.77312,-0.312789,-0.702462,-1.958072,-0.633747,0.177905,-0.324397,0
1.783348,0.109765,-0.788458,-1.822967,-0.666872,-0.074845,-0.523774,0
1.046554,-0.075242,-0.434575,-1.824022,-1.075518,0.224031,-0.213379,0
1.042568,-0.294341,-0.796934,-1.903608,-0.874422,0.059922,0.023028,0
1.52591,-0.145081,-0.535752,-1.83837,-0.713277,0.108701,-0.552284,0
1.703424,-0.200523,-0.941151,-1.893002,-0.685883,-0.085596,-0.130149,0
1.045068,0.828296,-1.092197,-1.822734,-0.839703,-0.188055,-0.293148,0
1.005762,0.389736,-0.865561,-1.850863,-0.73207,-0.051349,-0.616625,0
1.631037,-0.094217,-0.857193,-2.008377,-0.460866,0.095407,-0.088451,0
1.408508,-0.009343,-0.555234,-1.944536,-0.787649,0.199918,-0.15418,0
0.570226,0.476578,-0.838299,-2.000697,-0.617782,0.140327,-0.292472,0
1.809839,0.011385,-0.746259,-1.867201,-0.805775,-0.028735,-0.21595,0
1.229766,-0.138467,-0.976024,-1.847335,-0.998297,-0.192686,-0.075554,0
0.227378,0.854167,-1.014949,-1.901027,-1.072727,-0.056087,0.110935,0
-0.349404,1.738864,-0.817792,-1.945411,-0.214356,0.099419,-0.942793,0
0.505648,0.5427,-0.827275,-1.977798,-0.824208,0.19517,-0.060152,0
1.352342,-0.030803,-0.332487,-1.946432,-0.775971,0.353693,-0.242242,0
-0.628072,0.302066,-0.741104,-1.908831,-0.843719,0.148465,-0.975461,0
1.477423,-0.519734,-0.373216,-1.834738,-0.926864,0.24611,-0.161471,0
0.61744,0.479505,-0.377687,-1.676046,-0.411095,0.012756,-2.281663,0
1.465986,-0.073601,-0.680625,-1.842541,-0.79701,0.074409,-0.243324,0
-0.588741,1.53614,-0.748546,-1.777,-0.460729,0.016219,-1.179635,0
-1.312099,1.440242,-0.245131,-1.942429,-0.707821,0.64263,-1.508127,0
0.656817,0.084355,0.461728,-1.815148,-0.824722,0.804832,-1.041233,0
0.939048,-0.706075,0.256931,-2.004884,-0.911773,0.858842,-0.004446,0
0.352222,-0.53861,0.315907,-1.845958,-1.211223,0.738989,-0.306214,0
0.066864,-0.298251,0.241898,-1.945888,-1.001817,0.891558,-0.352126,0
-0.310968,0.011097,0.731315,-1.871426,-1.313446,1.312766,-0.179678,0
0.911456,-0.565163,0.587039,-1.889325,-0.997458,0.939102,-0.378137,0
1.150048,-0.635526,0.289313,-1.869746,-1.093142,0.702473,-0.153136,0
1.382165,-0.314349,-0.301065,-1.87246,-0.974993,0.27854,-0.15631,0
1.032065,0.695079,-1.070981,-1.765585,-0.829018,-0.321049,-0.761574,0
1.56799,0.282886,-1.454566,-1.856491,-0.682659,-0.48506,-0.291622,0
1.90077,0.153346,-1.512536,-1.84299,-0.724988,-0.546693,-0.138036,0
1.704488,0.006196,-1.659985,-1.849291,-0.682088,-0.61185,-0.07559,0
0.393966,0.660715,-1.070021,-1.893622,-0.526285,0.14078,-0.383591,0
1.392773,0.231057,-1.167565,-1.863555,-0.614417,-0.259946,-0.448508,0
1.30956,0.043348,-0.979245,-1.851176,-0.844287,-0.127692,-0.173828,0
1.560466,-0.290851,-0.311216,-1.897813,-0.910369,0.331893,0.001965,0
1.528232,-0.342333,-0.858479,-1.860155,-0.914673,-0.088305,-0.100355,0
1.536705,-0.244868,-0.427123,-1.872305,-0.73888,0.229286,-0.369369,0
1.363947,0.009195,-0.834239,-1.9414,-0.791668,0.054407,0.181888,0
1.368583,0.075528,-0.938051,-1.857389,-0.773242,-0.126061,-0.357952,0
0.990184,0.686953,-1.006396,-1.930929,-0.656179,-0.09137,-0.465741,0
1.723231,0.203944,-0.789152,-1.915625,-0.637806,0.003819,-0.338735,0
1.388194,-0.047783,-1.09472,-1.927737,-0.629128,-0.159287,-0.171857,0
1.65671,-0.011218,-0.728143,-1.868307,-0.779341,0.021631,-0.218114,0
0.170761,1.003753,-0.077685,-1.493635,-0.167181,-0.01799,-3.807635,0
0.661944,0.312623,-0.557023,-1.69626,-0.52647,0.016043,-1.730078,0
0.886956,-0.694251,-0.213448,-1.803109,-1.159215,0.405353,-0.100723,0
0.887939,-0.318483,-0.499859,-1.880574,-1.03362,0.313387,0.195478,0
1.196159,-0.622936,0.110343,-1.830935,-0.975618,0.603296,-0.245857,0
0.840952,-0.230277,-0.019915,-1.861151,-1.083358,0.557644,-0.083022,0
0.996808,-0.06489,-0.728112,-1.974365,-0.872407,0.172891,0.224503,0
0.606702,0.38181,-0.403533,-1.901139,-0.865277,0.325957,-0.371165,0
1.18723,-0.505813,-1.040574,-1.919983,-0.835226,-0.167048,-0.191654,0
1.673255,-0.175689,-0.802872,-1.879451,-0.746047,-0.016913,-0.18464,0
1.544626,-0.401514,-0.506186,-1.758773,-1.016365,0.053355,-0.3134,0
1.150739,-0.283181,-1.093868,-1.890477,-0.798909,-0.125575,0.090533,0
0.489056,-0.22522,-0.9611,-1.890395,-1.108332,0.016683,0.125726,0
0.134431,-0.497896,-1.086809,-1.848925,-1.12746,-0.174122,-0.303892,0
0.665184,-0.511224,-1.106321,0.918079,-0.437178,1.210515,0.123612,0
1.236472,-0.067548,-1.374651,0.986911,-0.16233,0.900179,-0.220824,0
-0.597424,1.645148,-1.138224,1.128386,0.019847,1.009286,-1.401199,0
-1.130632,1.297181,-1.007468,1.014953,-0.029317,1.399989,-1.801671,0
1.664559,-0.245595,-1.680116,0.911132,-0.170959,0.762503,0.235404,0
0.063091,0.777536,-1.258146,0.914157,-0.22688,1.332419,0.14265,0
1.49682,-0.129956,-1.422303,0.963716,-0.203223,0.903552,0.033329,0
0.19277,0.841646,-1.167053,0.955669,-0.235996,1.265273,-0.47283,0
1.355112,-0.286307,-1.103622,0.858443,-0.254224,1.22098,0.370486,0
1.370343,0.025269,-1.328541,0.910769,-0.134678,0.99154,-0.089885,0
1.644913,-0.269009,-1.155852,0.894205,-0.211034,1.10517,0.170956,0
1.849687,0.177197,-1.90511,0.893341,-0.122481,0.596826,0.208398,0
1.88818,0.091154,-2.262276,0.87119,0.091798,0.416973,0.180377,0
1.118016,0.889227,-2.090343,0.960766,0.051834,0.47845,-0.344267,0
2.107402,0.343199,-2.538019,0.907366,0.132029,0.189005,0.176238,0
1.592657,0.579914,-2.276134,0.884525,0.034394,0.462545,0.341467,0
1.964488,0.238622,-2.065827,0.909129,-0.003361,0.484737,0.146744,0
1.853729,0.252592,-1.724264,0.879887,0.078111,0.74301,-0.065862,0
1.260884,-0.007391,-1.374969,0.81503,-0.156645,1.1312,0.371833,0
1.277314,0.013332,-1.237865,0.95754,-0.254706,1.028751,-0.076366,0
1.478895,-0.203461,-1.227411,0.909301,-0.32078,1.065066,0.3895,0
1.293134,-0.169683,-1.419996,0.84638,-0.142874,1.058321,0.304771,0
1.636792,-0.203683,-1.52695,0.888271,-0.169039,0.900452,0.276028,0
1.057537,0.207032,-1.290115,0.90762,-0.069712,1.156213,-0.134173,0
1.498773,-0.44459,-1.41581,0.923176,-0.278902,0.955534,0.290699,0
1.665738,0.054273,-1.736754,0.895148,-0.139279,0.751091,0.344162,0
1.405437,0.161144,-1.726816,0.882153,-0.103117,0.846122,0.285083,0
1.877209,0.152737,-2.336341,0.864241,0.122766,0.383035,0.201794,0
1.514778,0.485379,-1.80973,1.003987,-0.402182,0.635459,0.250068,0
-0.156645,0.824597,-1.56183,0.937119,-0.180543,0.981086,-0.475924,0
-2.348427,2.590716,-2.35345,0.791216,-0.219109,0.80357,0.575211,0
0.619456,0.493801,-1.202497,0.928384,0.002498,1.123225,-0.622228,0
1.101609,0.01972,-1.026693,0.898873,-0.126922,1.281666,-0.169365,0
1.597993,-0.30326,-1.355406,0.910287,-0.261084,0.964073,0.217976,0
1.056515,-0.399978,-1.045582,0.941948,-0.40296,1.242256,0.264788,0
1.135406,0.167074,-1.363497,0.984075,-0.587405,0.939443,0.560865,0
-0.225018,1.852427,-0.901062,1.027829,0.462149,1.235802,-2.417038,0
1.33645,-0.248201,-0.920567,0.862922,-0.249577,1.334412,0.161339,0
1.461262,0.168442,-1.509575,0.895224,-0.13045,0.844667,-0.046563,0
1.548301,0.28277,-1.511435,0.832293,0.043004,0.938424,0.055767,0
1.494153,0.301047,-1.818025,0.832808,0.019077,0.755512,0.203741,0
1.648582,0.077267,-1.988808,0.523035,0.892722,1.044015,0.129183,0
1.310184,0.300656,-1.091692,0.972251,-0.203397,1.108091,-0.304815,0
1.588801,-0.533579,-1.257566,0.927541,-0.287084,1.037858,0.264017,0
1.268884,-0.451855,-1.081619,0.933403,-0.360906,1.202035,0.33354,0
1.347768,-0.350194,-1.117433,0.945897,-0.281115,1.145147,0.139621,0
1.425375,-0.285081,-1.490347,0.908019,-0.293814,0.951521,0.421629,0
1.352926,0.081308,-1.258186,0.917395,-0.24684,1.05125,0.252063,0
1.308865,-0.061863,-1.324939,0.878371,-0.211718,1.070935,0.231049,0
1.138453,0.265871,-1.502626,0.765787,-0.118452,1.068451,0.704246,0
1.503676,0.113562,-1.689315,0.815512,-0.18639,0.849498,0.425603,0
0.468396,1.086878,-1.419197,0.900758,-0.292721,1.137548,0.383674,0
1.775324,0.119172,-1.847453,0.84553,-0.036336,0.708876,0.297703,0
1.07247,0.465956,-1.67038,0.850022,-0.127648,0.959916,0.327334,0
1.511393,0.127228,-1.582305,0.862669,-0.0996,0.888691,0.253652,0
1.724711,0.139817,-1.875477,0.861328,-0.004781,0.676035,0.245096,0
1.662087,0.154975,-1.840197,0.867508,-0.070094,0.703048,0.232956,0
1.86553,0.202909,-1.843398,0.920429,-0.01183,0.629018,0.009807,0
1.797425,0.042086,-1.974275,0.841884,0.019997,0.655385,0.312366,0
1.875021,0.112556,-1.83722,0.936947,-0.030376,0.625672,0.066383,0
1.590787,-0.049707,-1.648548,0.927215,-0.230352,0.791103,0.260092,0
1.695168,-0.030593,-1.887754,0.876727,-0.032352,0.683532,0.306594,0
1.578364,-0.08898,-1.384789,0.889494,-0.150136,0.99766,0.216725,0
0.402782,0.670293,-0.827003,0.962935,-0.656877,1.491768,0.513252,0
0.87955,0.367572,-0.969459,1.016772,0.013924,1.083416,-1.161531,0
1.603315,-0.240334,-1.109192,0.832192,-0.080744,1.192335,0.114917,0
1.36612,0.188092,-1.162368,0.921499,-0.277183,1.107256,0.047021,0
1.574303,0.120611,-1.928686,0.839112,-0.057606,0.691982,0.30113,0
1.130771,0.230147,-1.651594,0.787486,-0.025807,0.996218,0.341532,0
1.329766,0.137495,-1.745361,0.90458,-0.302453,0.783125,0.503444,0
1.821765,-0.068998,-1.657255,0.935408,-0.027668,0.765613,0.001359,0
1.322629,-0.34641,-1.212425,0.9274,-0.245349,1.143987,0.156876,0
1.353311,-0.337304,-1.056433,1.053077,-0.189486,1.039859,-0.540693,0
0.424693,0.14994,-1.6106,0.950058,-0.711334,0.898395,0.90732,0
1.317897,0.055673,-1.1935,1.007293,0.059426,0.991563,-0.748284,0
1.574751,0.023817,-1.432849,0.979138,-0.242646,0.890001,0.023899,0
0.062967,1.092355,-1.171434,0.820343,-0.23341,1.494545,0.464919,0
0.016777,0.144943,-0.211361,0.814666,-0.215158,2.094741,-0.184462,0
0.77386,-0.586931,0.053073,0.906646,-0.614204,1.962724,0.283219,0
0.888226,-1.028063,-0.108721,0.853616,-0.406264,1.912378,0.146112,0
0.449315,-0.732981,0.312366,0.983997,-0.495356,2.084279,-0.473975,0
0.408545,0.015023,-0.631495,0.836636,-0.445264,1.669438,0.579594,0
1.443258,-0.587399,-1.163351,0.964429,-0.414882,1.068261,0.299381,0
0.429856,0.723501,-1.175154,0.903812,-0.16948,1.280571,-0.0501,0
1.871976,0.220054,-2.076309,0.853946,0.035995,0.552554,0.257244,0
2.108323,0.105822,-2.380012,0.931603,0.072281,0.261117,0.093718,0
1.627342,0.420404,-2.07408,0.94182,-0.017211,0.471776,-0.082916,0
1.510945,0.305417,-2.284859,0.818358,0.107183,0.544459,0.381781,0
1.782735,0.166545,-1.73815,0.957074,-0.021714,0.678751,-0.098808,0
1.525614,0.199774,-1.560473,0.939,-0.042097,0.780992,-0.270331,0
1.524016,0.012517,-1.357134,0.86465,-0.054462,1.034117,0.07036,0
1.359043,0.074149,-1.413829,0.898448,-0.143752,0.962196,0.062587,0
1.733171,-0.21826,-1.413899,0.940882,-0.254558,0.89839,0.199917,0
0.581612,0.629772,-1.127263,0.923398,-0.318,1.330699,0.232043,0
1.229712,-0.239398,-1.334103,0.939438,-0.200402,1.038392,0.038433,0
1.581054,-0.635854,-1.046849,0.973162,-0.347382,1.133876,0.156059,0
0.147696,-0.076555,-0.407965,0.932612,-0.555442,1.942567,0.357347,0
0.521597,-0.225264,-0.818353,0.891276,-0.437234,1.521713,0.578687,0
1.140207,-0.472924,-0.6393,1.041787,-0.771568,1.330497,0.31927,0
0.289385,0.479475,-0.519567,0.99448,-0.009102,1.485222,-1.31948,0
1.437444,-0.189162,-1.435716,0.861951,-0.178058,1.00451,0.305648,0
0.806337,0.069663,-1.10934,0.920629,-0.351265,1.277533,0.265523,0
0.256179,0.656203,-0.781876,1.014485,0.144425,1.280844,-1.632979,0
-0.118867,0.352882,-1.01936,0.806758,-0.441907,1.551409,0.402,0
0.511338,0.335193,-1.001441,0.945196,-0.555015,1.353573,0.74702,0
0.699706,0.341197,-1.064067,0.910824,-0.163016,1.260346,-0.213707,0
1.200332,-0.246421,-0.928974,0.872507,-0.304018,1.340171,0.289241,0
1.167889,0.040363,-1.208878,0.883848,-0.297845,1.123708,0.293304,0
1.494572,0.034567,-1.516428,0.86892,-0.220643,0.888809,0.390802,0
1.65472,-0.146404,-1.499462,0.872627,-0.180154,0.886563,0.235607,0
1.834647,0.109931,-1.672638,0.891852,-0.060847,0.770767,0.116256,0
1.920736,0.201222,-2.040532,0.88259,0.000223,0.518353,0.155025,0
0.976551,0.280101,-1.254767,0.890549,-0.157317,1.192785,0.066543,0
1.490741,-0.376629,-1.035487,0.931021,-0.281335,1.181848,0.097213,0
1.561422,-0.34426,-1.246386,0.935146,-0.350395,1.022545,0.28484,0
1.377551,-0.404155,-1.244462,0.885241,-0.292706,1.111357,0.41716,0
1.453738,0.020261,-1.375164,0.902047,-0.191784,1.018328,0.222724,0
1.641015,-0.100599,-1.501091,0.904488,-0.210771,0.883321,0.231058,0
1.030715,-0.160779,-0.97719,0.896613,-0.284971,1.381229,0.177802,0
1.061646,-0.37702,-1.045778,0.922782,-0.408399,1.211984,0.268303,0
1.243834,-0.35188,-1.022818,0.961127,-0.315538,1.189864,0.033152,0
0.489549,0.015283,-0.785602,0.931589,-0.312734,1.495445,-0.007555,0
1.550278,-0.354375,-1.538892,0.937127,-0.27329,0.854979,0.284506,0
1.238429,-0.305965,-1.234962,0.959108,-0.434053,1.066314,0.31751,0
1.445556,-0.19989,-1.524586,0.917041,-0.273513,0.874877,0.403818,0
1.641336,-0.133734,-1.473926,0.920572,-0.164658,0.915976,0.166367,0
1.532615,-0.261448,-1.453052,0.929577,-0.250678,0.900986,0.22949,0
1.815309,-0.141025,-1.882311,0.906788,-0.074892,0.640814,0.219598,0
1.440182,-0.099654,-1.363013,0.93398,-0.231441,0.996566,0.187915,0
0.805711,0.008527,-1.841301,0.679697,0.310299,1.067954,0.367206,0
1.106845,0.21108,-1.225536,0.921589,-0.038371,1.14075,-0.157464,0
1.007526,0.024885,-1.262836,0.863168,-0.408279,1.136379,0.460796,0
1.45423,-0.25419,-1.46546,0.895724,-0.23016,0.948368,0.286689,0
1.617087,-0.329906,-1.598796,0.901617,-0.151979,0.825538,0.188654,0
0.76761,0.066249,-1.489526,0.778219,0.07139,1.24058,0.250701,0
0.952707,-0.055156,-0.915612,0.999369,-0.284256,1.253645,-0.303696,0
0.631795,0.160104,-1.169085,0.838363,-0.303084,1.371005,0.628102,0
1.129141,-0.387435,-1.092634,0.905628,-0.350163,1.19426,0.336124,0
1.403699,-0.286479,-1.375645,0.867208,-0.231751,1.038465,0.304524,0
1.745891,-0.171013,-1.701005,0.93175,-0.173127,0.7168,0.208625,0
0.285218,0.198501,-0.575616,0.671394,-0.187168,1.382078,-0.934089,1
0.320227,0.17684,-0.119156,0.809785,-0.198896,1.477795,-1.485504,1
0.591612,-0.571221,-0.479171,0.627203,-0.534522,1.50112,0.307228,1
-0.429051,0.762889,-0.188447,0.670642,-0.016135,1.6913,-1.091784,1
1.563697,-0.538188,-1.041425,0.630322,-0.395037,0.986435,0.270096,1
0.656631,0.475996,-1.085051,0.610506,-0.322284,1.164002,0.240612,1
1.701778,-0.217952,-1.473717,0.561604,-0.089943,0.763429,0.1888,1
1.781013,-0.139019,-1.564013,0.635858,-0.198536,0.639569,0.174255,1
1.055556,0.099549,-1.020049,0.66994,-0.344013,1.045601,-0.07636,1
0.738419,0.375644,-1.024162,0.670891,-0.123472,0.998179,-0.626645,1
1.48052,-0.48167,-1.140151,0.593574,-0.312564,0.961007,0.291035,1
0.608322,0.153375,-1.026818,0.562331,-0.414196,1.223987,0.504434,1
1.538652,0.200066,-1.484098,0.597225,-0.133212,0.708073,0.041001,1
1.687313,0.215188,-1.449261,0.723221,-0.460116,0.595215,0.06009,1
-0.818789,2.238551,-0.755778,0.749866,-0.277329,1.352769,-1.085594,1
-0.02497,1.461915,-0.955625,0.680511,0.206319,1.063717,-1.421681,1
0.982325,0.095801,-1.019402,0.569791,-0.211054,1.089326,0.113296,1
1.703807,-0.120531,-1.33783,0.540704,-0.169318,0.838955,0.221931,1
0.628957,0.667786,-0.980505,0.62579,-0.133769,1.174157,-0.545172,1
-0.449387,1.544072,-1.256508,0.577706,0.045119,1.028679,-0.50727,1
1.098037,0.273688,-1.288243,0.532346,0.118132,0.97907,-0.218214,1
1.253588,-0.07432,-0.816775,0.651944,-0.339225,1.116393,-0.085335,1
0.861924,0.514681,-1.086219,0.544835,-0.1938,1.112213,0.039105,1
1.274638,-0.108755,-0.674353,0.679027,-0.504193,1.16647,-0.061809,1
0.859537,-0.227736,-0.482206,0.611446,-0.253504,1.414024,-0.367653,1
0.803961,-0.074855,-0.736164,0.625996,-0.471298,1.209454,0.093088,1
1.298772,-0.401597,-0.957224,0.622541,-0.45772,1.066446,0.269881,1
0.873452,-0.314368,-0.641141,0.620645,-0.411616,1.400231,0.171947,1
0.576922,-0.18775,-0.44224,0.724623,-0.576349,1.41412,-0.141542,1
0.633618,-0.202718,-0.327552,0.706488,-0.80643,1.514421,0.437094,1
-0.281785,0.578399,-0.165434,0.584999,-0.740841,1.841903,0.537356,1
0.689066,-0.012093,-0.83542,0.552183,-0.437211,1.286628,0.401642,1
1.600858,-0.134586,-1.134724,0.601718,-0.26775,0.918721,0.053696,1
1.051755,0.35155,-1.4301,0.492634,0.137701,0.91111,0.054145,1
0.719542,1.233905,-1.613584,0.822665,-0.612852,0.404896,-0.106006,1
1.894979,-0.053665,-1.396574,0.684331,-0.375349,0.638647,0.092265,1
0.921038,0.113086,-0.79671,0.59673,-0.236353,1.304829,-0.143937,1
0.572239,-0.346702,-0.202482,0.70469,-0.345994,1.516698,-0.782485,1
0.719918,-0.65865,-0.2868,0.670628,-0.294955,1.487209,-0.53189,1
0.441979,-0.739511,0.170514,0.673115,-0.611165,1.923398,-0.020915,1
1.174944,-0.710448,-0.666447,0.624945,-0.487586,1.275336,0.343802,1
0.90165,0.220756,-1.273643,0.697435,-0.682457,0.78756,0.404937,1
0.458881,0.540576,-1.029789,0.70835,-0.061255,0.960844,-1.036431,1
0.3082,0.938525,-1.483076,0.567764,-0.185366,0.895411,-0.103198,1
1.350758,0.205937,-1.389105,0.551537,-0.097304,0.866231,0.233481,1
0.804792,0.404496,-1.237582,0.540514,-0.305632,1.063143,0.497423,1
1.541467,-0.048416,-1.325543,0.548592,-0.281176,0.863162,0.330871,1
1.957244,0.217966,-1.667017,0.613071,-0.122314,0.526132,0.050059,1
