K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,Col15
2627.521075,-8178.743913,98.726896,13724.770599,27986.476949,-112.583302,27749.185988,-19518.48055,27986.476949,-6576.596916,-2994.715846,-11221.957182,1
3578.416968,-13367.968133,83.138439,8575.383548,38217.701069,-128.17176,31441.91831,-24555.284299,38217.701069,-2752.228733,-12391.091477,-14514.585767,1
2074.996867,-9320.165396,64.08588,25660.332714,29735.848264,-122.975607,43431.174,-20161.0714,29735.848264,-3301.288839,-24078.970327,-8067.892662,1
18183.069378,-24520.643283,60.621778,23803.574248,40895.451618,-129.903811,46221.507851,-16071.699443,40895.451618,-7106.604463,-4747.551264,-13179.174595,1
14594.260105,-15148.516363,81.406388,10861.690614,45852.581029,-128.17176,35293.999306,-30439.060892,45852.581029,-9122.711603,-13918.76029,-14240.92174,1
15946.991785,-25681.117324,86.60254,17081.485064,57566.44064,-129.903811,61058.255068,-31577.018273,57566.44064,-5319.12803,-15044.593315,-8436.819484,1
11966.739029,-7615.827401,103.923048,45544.275985,27527.483485,-122.975607,48656.771286,-19653.580513,27527.483485,-2592.880059,-56239.689722,-16567.065974,1
4298.950104,-8490.513059,93.530744,25260.228978,39534.059683,-102.190998,49394.62493,-30825.308222,39534.059683,-1378.712443,-23921.353703,-20635.653321,1
3815.707929,-10002.593414,91.798693,16125.393018,21269.583917,-112.583302,26633.745268,-11001.98673,21269.583917,-2610.200567,-11855.887778,-9375.591021,1
41510.329654,-9637.130693,116.047404,25670.725019,23794.913994,-95.262794,21719.917127,-13892.779528,23794.913994,-4858.402515,-32081.045058,-13840.818003,1
3869.401504,-8954.702675,105.655099,24640.154788,19797.340731,-105.655099,18030.648907,-10626.131704,19797.340731,-6320.253397,-19107.984509,-35153.70319,1
15578.064963,-16565.333924,116.047404,47073.676848,30239.875049,-117.779455,39284.644366,-13369.700184,30239.875049,-11445.391736,-37840.113993,-38638.589415,1
40232.076158,-26890.088788,135.099963,50314.343909,51635.898675,-110.851252,61661.008749,-24486.002267,51635.898675,-21020.168601,-46032.714313,-15401.395781,1
21860.213242,-13335.059167,109.119201,15413.520137,60095.234819,-117.779455,55146.765662,-46481.315472,60095.234819,-6216.330348,-9453.533308,-23393.078207,1
16617.295448,-16402.521148,114.315353,36284.732368,46271.737324,-110.851252,49531.456944,-29657.905978,46271.737324,-12176.317177,-34194.147043,-27707.616769,1
10359.39588,-7683.377382,119.511506,42229.130739,27743.989836,-102.190998,42880.381843,-19833.713797,27743.989836,-7181.082648,-39696.872459,-14583.8678,1
10870.350868,-11977.131334,110.851252,9190.261585,26484.788899,-100.458947,18432.484694,-14235.725587,26484.788899,-4350.911629,-6921.275027,-12126.087704,1
3864.205352,-13251.920729,98.726896,16729.87875,31379.564481,-117.779455,35752.99277,-17845.31947,31379.564481,-3826.100234,-13388.752743,-12924.563126,1
33522.11133,-5740.016376,119.511506,19835.445848,15077.50228,-105.655099,15896.762312,-9115.7834,15077.50228,-5587.595905,-9799.943469,-15818.820026,1
6682.252016,-9836.316536,110.851252,14334.452483,26148.771042,-110.851252,26722.079859,-16047.450732,26148.771042,-3105.567098,-10970.809815,-10432.142014,1
6585.25717,-28384.848634,105.655099,40961.269548,64421.897737,-117.779455,71693.047027,-35728.744059,64421.897737,-3964.664299,-58380.50452,-23876.320382,1
4373.428289,-19229.228066,110.851252,23528.17817,30944.819728,-122.975607,37060.69113,-11448.855838,30944.819728,-3827.832285,-18067.021974,-13948.205153,1
5859.527882,-8348.484892,83.138439,14815.962608,37249.484668,-129.903811,34272.089329,-28641.192154,37249.484668,-7711.090195,-14990.89974,-13958.597458,1
1974.537921,-10600.150942,81.406388,25383.204585,34052.118877,-129.903811,37057.227028,-23122.878281,34052.118877,-3599.201578,-18240.227055,-13870.262867,1
4106.692465,-22438.718212,76.210236,9081.142384,35501.845403,-142.028166,25433.434058,-12751.358045,35501.845403,-6599.113577,-10659.04067,-12557.368355,1
7340.431322,-8585.775853,81.406388,11847.227524,22386.756688,-122.975607,13264.045084,-13463.230927,22386.756688,-5939.202219,-7084.087803,-19946.2971,1
3135.011962,-5764.265088,91.798693,18399.575729,20046.756047,-119.511506,8691.430952,-14062.520507,20046.756047,-7944.917054,-24472.14586,-23389.614105,1
6358.358515,-15074.038178,103.923048,65393.57824,20491.893104,-129.903811,63148.840393,-5123.406289,20491.893104,-7847.922209,-66938.56756,-10231.22412,1
5485.404908,-14093.697421,105.655099,8209.920828,25215.195657,-124.707658,13561.957823,-10839.173954,25215.195657,-5618.77282,-12316.613293,-25585.854529,1
4077.247601,-10601.882993,86.60254,28883.679267,43640.752148,-124.707658,60491.874454,-32692.458993,43640.752148,-5547.758737,-22937.548845,-16934.260746,1
4175.974497,-14854.067726,81.406388,12010.0403,38087.797258,-135.099963,27506.698875,-22949.6732,38087.797258,-3678.875915,-17379.397803,-15851.728991,1
28282.657637,-8608.292514,88.334591,14809.034405,28544.197309,-110.851252,17490.249055,-19643.188209,28544.197309,-5871.652238,-27541.339891,-10452.926624,1
32708.04745,-12967.864396,71.014083,1223014.931631,407530.770411,-65.817931,1606556.798357,-394332.543258,407530.770411,-1105.048415,-1217205.633222,-26625.085014,1
15281.884275,-9683.896065,96.994845,193263.961159,27603.69372,-64.08588,205448.938591,-17810.678454,27603.69372,-3699.660525,-188008.919009,-10756.035515,1
23566.283288,-2348.660895,121.243557,13776.732123,11400.358415,-38.105118,12850.084941,-8942.578319,11400.358415,-3741.229744,-15015.148451,-9129.639807,1
37531.808949,-7698.96584,119.511506,89649.217749,44972.699219,-31.176915,90852.99306,-37197.523143,44972.699219,-1898.327685,-105892.390222,-25887.23137,1
3332.465754,-6450.157207,138.564065,64224.443945,41797.850088,-50.229473,79095.832178,-35280.142899,41797.850088,-3978.520705,-54086.750568,-21325.009543,1
4240.060377,-3329.001652,128.17176,278563.99933,21680.079958,-43.30127,292188.310983,-18061.825821,21680.079958,-1629.85981,-277720.490587,-6315.057244,1
13385.288641,-1025.374078,110.851252,97071.055459,24922.47907,-32.908965,116878.788495,-23708.311454,24922.47907,-239.023011,-99994.757223,-1486.099593,1
10073.607497,-4815.101245,74.478185,218136.210756,236797.326157,-15.588457,437602.636532,-231985.689013,236797.326157,-1527.668812,-227828.767075,-12832.764433,1
1745.907214,-2329.608336,64.08588,134095.373522,36700.424562,-15.588457,142968.669809,-34344.835463,36700.424562,-4884.383277,-109268.157246,-29753.168772,1
4369.964187,-9136.56801,65.817931,36584.377157,20803.66225,-19.052559,37285.857735,-11594.348106,20803.66225,-1737.24696,-30681.548005,-29522.806015,1
29427.543221,-13622.579602,76.210236,20756.896878,37611.483286,-48.497423,23311.671819,-23858.999874,37611.483286,-1415.08551,-19347.007521,-18952.099936,1
6188.617535,-4896.507633,114.315353,52463.818961,13409.537352,-77.942286,34964.909652,-8351.948994,13409.537352,-2473.368553,-60890.24614,-16440.626265,1
27695.492413,-9803.407571,138.564065,10851.298309,49332.271101,-90.066642,44730.212105,-39284.644366,49332.271101,-5019.48324,-5895.900949,-10549.921469,1
5819.690713,-5961.71888,121.243557,26474.396594,20737.844319,-84.87049,28947.765147,-14559.619088,20737.844319,-7747.463262,-20356.793141,-37924.984483,1
2438.727537,-11024.50339,86.60254,26060.436451,36355.746451,-95.262794,48189.117568,-25097.416202,36355.746451,-5022.947342,-15884.637956,-20382.773903,1
4221.007818,-7366.412085,50.229473,11945.95442,32992.103783,-102.190998,38259.270288,-25495.787887,32992.103783,-2698.535158,-6763.658404,-7111.800616,1
5106.085781,-9896.938314,39.837169,16568.798025,29978.335377,-112.583302,23024.151385,-19734.986901,29978.335377,-3277.040128,-2625.789024,-29418.882967,1
2915.041509,-2717.587717,50.229473,283039.618617,13494.407842,-107.38715,291029.568993,-10504.888148,13494.407842,-1238.416327,-282987.657093,-3400.015735,1
16499.515993,-3668.48361,81.406388,136005.825563,34059.04708,-88.334591,161182.916102,-30238.142999,34059.04708,-859.097201,-136428.44596,-5904.561203,1
76807.793062,-11346.66484,88.334591,1539535.092358,457294.322164,-50.229473,1945188.319694,-445741.543277,457294.322164,-3573.220816,-1555489.012347,-38629.929161,1
3290.896534,-8824.798865,103.923048,17727.540015,20171.463705,-50.229473,12417.072239,-11225.421284,20171.463705,-2523.598027,-29328.816325,-14926.81386,1
13530.780909,-6048.32142,105.655099,86418.942993,48308.629074,-38.105118,116918.625663,-42204.882028,48308.629074,-2599.808262,-95084.393183,-7948.381156,1
29644.049572,-8057.500357,109.119201,123625.12639,36700.424562,-48.497423,138491.318472,-28499.163988,36700.424562,-7167.226242,-114921.571082,-25696.705781,1
542.131903,-6938.595535,88.334591,9694.28837,25516.572497,-90.066642,24537.963791,-18333.757798,25516.572497,-3606.129781,-349.874263,-7375.072339,1
15841.336686,-17050.30815,39.837169,176390.322192,569053.168471,-55.425626,728062.360809,-551801.942428,569053.168471,-4577.810284,-166436.226201,-13712.646244,1
1643.716216,-13897.97568,12.124356,61662.7408,69905.570593,-72.746134,117434.776804,-55856.906493,69905.570593,-3412.140091,-61382.148569,-34963.177602,1
14964.918977,-14537.102428,12.124356,37107.456501,26782.701637,-88.334591,38101.653665,-12008.308249,26782.701637,-7158.565988,-32252.518088,-25920.140335,1
5048.928104,-6382.607226,27.712813,34407.189292,29846.699516,-77.942286,48921.77506,-23249.31799,29846.699516,-3723.909236,-24004.492142,-20140.28679,1
1726.854655,-23614.78071,65.817931,10281.453594,38730.388108,-124.707658,25022.938017,-14788.249795,38730.388108,-6569.668713,-14544.030631,-12663.023454,1
4738.89101,-10879.011122,91.798693,20723.987913,22620.583547,-133.367912,26342.760732,-11462.712244,22620.583547,-6308.129041,-24337.045897,-8693.163003,1
14587.331901,-6297.736736,83.138439,25953.049301,45838.724622,-117.779455,53141.050827,-39275.984112,45838.724622,-5956.522727,-25584.122479,-15727.021333,1
10894.59958,-16998.346625,96.994845,31724.242591,33743.813833,-124.707658,31268.713229,-16483.927536,33743.813833,-3711.784881,-10995.058526,-27065.025919,1
5329.520335,-22824.965542,88.334591,22099.236254,29896.928989,-133.367912,37892.075517,-6749.801997,29896.928989,-4343.983425,-11480.032753,-18176.141175,1
16485.659586,-8885.420643,103.923048,37803.740926,30090.91868,-119.511506,40226.880006,-20956.082721,30090.91868,-5999.823997,-49096.712191,-9640.594795,1
14199.35252,-16925.600492,103.923048,25419.577652,46013.661754,-135.099963,46780.960262,-28771.095965,46013.661754,-6580.061018,-15117.339448,-21186.445478,1
9330.5577,-13556.761671,110.851252,5242.917795,20644.313575,-135.099963,2639.645431,-6832.940436,20644.313575,-4608.987199,-16776.644122,-8024.591391,1
17273.742704,-6321.985448,133.367912,12098.374891,24324.921541,-105.655099,22417.933602,-17720.611812,24324.921541,-4300.682155,-7839.261955,-14360.433246,1
9903.866518,-9112.319299,121.243557,21777.074804,25332.975112,-110.851252,29456.988084,-15957.38409,25332.975112,-3257.987569,-22894.247574,-17183.676062,1
2785.137699,-10504.888148,121.243557,13958.597458,21570.960757,-117.779455,14332.720433,-10809.72909,21570.960757,-7104.872413,-16560.137771,-20658.169982,1
3193.901689,-18067.021974,91.798693,8374.465655,36712.548917,-124.707658,30600.141617,-18356.274459,36712.548917,-4515.456455,-1945.093057,-17220.049129,1
7941.452953,-2003.982784,50.229473,337767.227984,270811.339916,-95.262794,599849.03183,-268109.340656,270811.339916,-739.585695,-340034.482491,-4882.651227,1
741.317746,-1711.266198,19.052559,122665.570243,28793.612625,-79.674337,148575.318273,-26909.141346,28793.612625,-436.476804,-123235.414959,-6391.26748,1
15221.262497,-23787.985791,19.052559,14088.501269,54291.132563,-83.138439,53116.802116,-30265.855811,54291.132563,-1581.362387,-5341.644691,-15910.618718,1
7721.4825,-11715.591662,50.229473,7020.001923,29962.74692,-65.817931,-7709.358144,-18131.107854,29962.74692,-3881.52586,-37090.135993,-13771.535971,1
12221.350498,-8467.996398,98.726896,27447.809148,17391.522159,-107.38715,8173.547761,-8677.574546,17391.522159,-4089.371957,-34149.113722,-24702.508618,1
4065.123245,-17989.079687,129.903811,15489.730372,29586.891895,-135.099963,18304.312934,-11317.219977,29586.891895,-1950.289209,-8928.721913,-19566.977973,1
19882.21122,-8790.157848,140.296115,11407.286619,37112.652654,-122.975607,32070.652753,-28021.117965,37112.652654,-5454.227993,-12228.278701,-10790.676531,1
19653.580513,-4964.057614,143.760217,27917.194916,13291.757897,-119.511506,28642.924205,-8081.749068,13291.757897,-1366.588087,-28284.389688,-11488.693007,1
2045.552004,-5989.431693,135.099963,7097.944209,15198.745836,-122.975607,-3623.450289,-8930.453964,15198.745836,-6637.218695,-11242.741792,-13885.851324,1
11040.091847,-9569.580712,143.760217,11958.078775,16719.486445,-112.583302,7085.819854,-6912.614773,16719.486445,-7686.841484,-12250.795362,-14012.291033,1
15907.154617,-8396.982315,155.884573,19203.247304,14455.69604,-117.779455,6280.416228,-5809.298409,14455.69604,-6895.294265,-31648.032356,-14246.117892,1
4896.507633,-13373.164285,138.564065,32808.506397,20538.658476,-135.099963,34431.438004,-6860.653249,20538.658476,-2939.29022,-26060.436451,-12869.1375,1
6444.961055,-5681.126649,133.367912,13139.337426,17308.38372,-135.099963,8429.89128,-11396.894314,17308.38372,-4629.771809,-9120.979553,-22779.932221,1
5589.327956,-12302.756886,129.903811,15212.602243,24517.179181,-135.099963,4288.5578,-11777.945491,24517.179181,-5161.511407,-36089.010627,-30054.545613,1
3647.699001,-16012.809716,105.655099,17616.688764,41446.243774,-147.224319,31384.760633,-25100.880303,41446.243774,-6425.908496,-10191.386952,-21609.065875,1
5755.604834,-6884.90196,103.923048,10977.738018,13989.774373,-142.028166,9936.775483,-6810.423775,13989.774373,-5022.947342,1065.211247,-13643.364211,1
14298.079416,-5954.790676,105.655099,32029.083534,28752.043406,-129.903811,23884.980636,-22556.497667,28752.043406,-4809.905093,-14663.542137,-36504.70282,1
5158.047305,-17933.654062,98.726896,27664.315498,34512.844392,-142.028166,37401.905139,-16227.584016,34512.844392,-5135.530644,-26141.842839,-11855.887778,1
18196.925784,-8258.41825,116.047404,10991.594425,39442.26099,-119.511506,12860.477246,-30840.89668,39442.26099,-2272.45066,-34547.485408,-19684.757428,1
15652.543148,-12101.838992,121.243557,40980.322107,24927.675223,-117.779455,52307.934389,-12524.45939,24927.675223,-2229.149389,-38505.221503,-17213.120926,1
14497.265259,-16161.766085,128.17176,24655.743246,20285.779058,-142.028166,24778.718853,-3935.219435,20285.779058,-5346.840843,-25024.670068,-16762.787716,1
15295.740682,-10809.72909,121.243557,22017.829866,35195.27241,-128.17176,30083.990477,-24085.89853,35195.27241,-12527.923491,-9515.887137,-23420.79102,1
10932.704697,-16587.850584,119.511506,16676.185175,40715.318334,-143.760217,27553.464247,-23824.358858,40715.318334,-3969.860451,-23460.628189,-10615.7394,1
9297.648735,-13213.815611,114.315353,6091.62269,27589.837314,-147.224319,18172.677073,-14038.271795,27589.837314,-6533.295646,-3145.404267,-15070.574077,1
6219.79445,-4671.341028,116.047404,21652.367145,11045.288,-133.367912,17317.043974,-6117.603452,11045.288,-3503.938784,-18983.276851,-9117.515451,1
11206.368725,-12701.128572,121.243557,43874.579007,21903.514513,-143.760217,36712.548917,-8840.387322,21903.514513,-15430.840645,-36838.988626,-12527.923491,1
8660.254038,-4612.451301,119.511506,15403.127832,16049.182783,-133.367912,9330.5577,-11169.995658,16049.182783,-3871.133555,-5882.044543,-20206.104721,1
12060.269773,-10520.476605,133.367912,65708.811487,33428.580586,-122.975607,64309.314434,-22662.152766,33428.580586,-3065.729929,-72108.739221,-21122.359598,1
3268.379874,-11706.931408,116.047404,32881.252531,17706.755406,-135.099963,15650.811097,-5788.513799,17706.755406,-4948.469157,9671.771709,-31322.406804,1
29088.061262,-8459.336144,114.315353,24494.662521,26138.378737,-74.478185,33290.016521,-17438.287531,26138.378737,-3050.141472,-21292.100577,-16127.125069,0
4444.442372,-15415.252187,138.564065,21628.118434,42999.893349,-98.726896,49571.294113,-27373.330963,42999.893349,-1699.141842,-27984.744898,-6084.694487,0
43320.322748,-14322.328128,140.296115,53444.159718,40578.48632,-90.066642,84435.744818,-26110.665924,40578.48632,-2452.583944,-50418.266958,-23658.081981,0
11490.425057,-6117.603452,138.564065,24345.706151,24555.284299,-90.066642,34294.60599,-18224.638597,24555.284299,-2871.740239,-21782.270956,-20976.86733,0
13392.216844,-4927.684548,129.903811,22686.401478,15481.070118,-91.798693,26304.655615,-10411.357404,15481.070118,-2681.21465,-17549.138782,-15728.753384,0
21394.291575,-13338.523269,143.760217,26332.368427,32401.474457,-86.60254,44217.525066,-18848.176888,32401.474457,-2362.517302,-32235.19758,-12943.615685,0
7307.522357,-22902.907828,128.17176,28379.652482,42845.740827,-102.190998,52545.225349,-19800.804832,42845.740827,-4778.728178,-30589.749312,-12212.690244,0
2097.513528,-9200.65389,114.315353,16326.310912,32585.071843,-107.38715,21610.797926,-23143.662891,32585.071843,-9978.344702,-11213.296928,-19184.194745,0
7023.466025,-7711.090195,114.315353,29141.754837,22230.872115,-112.583302,29188.520209,-14287.687112,22230.872115,-3393.087532,-25499.251989,-15368.486816,0
19575.638227,-12330.469699,105.655099,4842.814058,54717.217062,-107.38715,46519.42059,-42208.34613,54717.217062,-3451.977259,-8708.75146,-10930.972647,0
41690.462938,-16234.512219,114.315353,618278.052422,85639.520129,-86.60254,668997.69622,-69223.142575,85639.520129,-3233.738858,-624321.17769,-38399.566404,0
26060.436451,-17781.233591,140.296115,10851.298309,39028.300847,-86.60254,22721.042494,-21061.73782,39028.300847,-2331.340387,-20779.413538,-14933.742063,0
19173.80244,-6321.985448,145.492268,13463.230927,21602.137672,-81.406388,17152.499147,-15100.01894,21602.137672,-3665.019509,-16308.990404,-18773.698703,0
11003.71878,-2967.003033,157.616623,14980.507435,20446.859783,-67.549981,21849.820937,-17259.886297,20446.859783,-2045.552004,-18302.580884,-8216.849031,0
15003.024095,-6036.197064,161.080725,19043.898629,20855.623774,-76.210236,26819.074704,-14642.757527,20855.623774,-2885.596645,-15614.43803,-11379.573806,0
27685.100108,-16449.286519,155.884573,28286.121738,62106.145807,-67.549981,63625.154365,-45566.792646,62106.145807,-2852.68768,-34812.489181,-14100.625624,0
2314.019879,-13090.840004,140.296115,8523.422024,17935.386112,-91.798693,11540.654531,-4726.766654,17935.386112,-3659.823356,-8270.542606,-9429.284596,0
30064.937918,-13229.404068,114.315353,900647.367377,223909.136098,-86.60254,1092944.844186,-210477.082085,223909.136098,-3703.124627,-907002.26179,-27182.805374,0
4149.993735,-7769.979923,103.923048,16778.376173,26181.680007,-90.066642,27889.482103,-18188.26553,26181.680007,-848.704896,-17659.990034,-11478.300702,0
16220.655813,-5587.595905,91.798693,20398.362361,54377.735104,-79.674337,64958.833487,-48575.364898,54377.735104,-2265.522456,-18049.701466,-10996.790577,0
29496.825253,-6912.614773,119.511506,39166.864912,10113.444665,-51.961524,25019.473915,-3034.553015,10113.444665,-2639.645431,-49519.332588,-11545.850683,0
24037.401107,-8405.642569,152.420471,9179.86928,13671.077024,-74.478185,9176.405178,-5047.196053,13671.077024,-2381.56986,-7399.32105,-14722.431864,0
24842.804733,-4027.018128,173.205081,7844.458107,17093.60942,-55.425626,-8402.178468,-12917.634923,17093.60942,-2229.149389,-33442.436993,-5618.77282,0
16116.732764,-3067.46198,173.205081,26929.925956,18706.148722,-57.157677,37523.148695,-15408.323984,18706.148722,-2350.392946,-25646.476308,-7430.497964,0
3327.269601,-4092.836058,157.616623,13367.968133,35397.922354,-51.961524,25355.491772,-31192.502994,35397.922354,-1619.467505,-15976.436649,-21028.828855,0
12044.681316,-8888.884744,138.564065,12999.041311,19381.648537,-55.425626,22152.929829,-10385.376642,19381.648537,-1735.514909,-9136.56801,-21131.019852,0
3325.537551,-7640.076112,88.334591,23228.53338,29912.517447,-76.210236,44241.773778,-22074.987542,29912.517447,-2404.086521,-19035.238375,-6415.516191,0
4307.610358,-5166.707559,51.961524,12862.209297,46152.225818,-76.210236,52756.535548,-40834.829839,46152.225818,-2159.867357,-11488.693007,-10283.185645,0
5904.561203,-8284.399013,41.569219,25521.76865,43277.021478,-86.60254,57419.216322,-34746.671251,43277.021478,-5849.135577,-22979.118064,-7383.732593,0
3282.23628,-10312.630508,29.444864,6110.675249,15406.591933,-102.190998,12818.908027,-4893.043531,15406.591933,-2128.690443,-4020.089924,-16338.435268,0
4901.703785,-8551.134837,51.961524,14433.179379,26063.900552,-98.726896,14563.08319,-17256.422196,26063.900552,-3322.073449,-20254.602144,-11919.973658,0
30094.382782,-14348.30889,60.621778,478229.620275,222658.595415,-90.066642,680607.632783,-208185.578867,222658.595415,-8201.260574,-483030.865113,-28587.498579,0
17175.015808,-5194.420372,86.60254,17651.32978,23121.14623,-86.60254,30553.376246,-17687.702847,23121.14623,-2426.603181,-17398.450362,-10400.965099,0
3949.075841,-5348.572894,109.119201,33534.235685,13511.72835,-65.817931,27866.965443,-7929.328597,13511.72835,-1861.954618,-41150.063086,-9088.070587,0
30220.82249,-7586.382537,121.243557,20988.991686,24598.585569,-60.621778,29831.111059,-16818.213341,24598.585569,-3152.33247,-23318.600022,-10245.080527,0
26159.163347,-3564.560562,155.884573,5003.894783,22191.034947,-62.353829,11138.818743,-18416.896237,22191.034947,-3453.70931,-5383.21391,-16658.864667,0
5930.541965,-3020.696608,157.616623,10853.03036,17698.095152,-57.157677,9602.489677,-14556.154987,17698.095152,-1707.802096,-18153.624514,-9626.738388,0
13205.155357,-10809.72909,150.68842,26633.745268,23755.076826,-60.621778,28552.857563,-12766.946503,23755.076826,-1101.584314,-37497.167933,-35550.342825,0
9212.778245,-10130.765173,138.564065,28561.517817,18588.369267,-74.478185,25830.073693,-8293.059267,18588.369267,-2457.780096,-30925.767169,-15494.926525,0
49864.010699,-7960.505512,143.760217,11221.957182,34822.881486,-79.674337,33974.17659,-26635.477319,34822.881486,-3349.786262,-540.399852,-13752.483412,0
8566.723294,-11900.921099,138.564065,22197.96315,29533.19832,-91.798693,32730.564111,-17408.842667,29533.19832,-2814.582562,-24659.207347,-9663.111455,0
926.647182,-6249.239314,119.511506,16501.248044,19565.245922,-98.726896,26706.491402,-13089.107953,19565.245922,-3081.318387,-16819.945392,-5412.658774,0
5175.367813,-10099.588259,103.923048,60737.825669,52105.284444,-90.066642,95671.558407,-41735.496259,52105.284444,-2722.783869,-65099.129602,-14474.748599,0
26193.804363,-13111.624613,86.60254,37808.937078,58624.723684,-91.798693,74095.401497,-45293.128618,58624.723684,-3432.924701,-45412.640124,-16343.63142,0
14647.95368,-7304.058256,74.478185,8544.206634,47407.962654,-81.406388,44388.998096,-39916.842911,47407.962654,-4124.012973,-10887.671376,-19222.299862,0
7006.145517,-5927.077864,69.282032,9895.206264,56736.788304,-62.353829,54180.281312,-50596.668191,56736.788304,-2218.757084,-7245.168528,-29798.202093,0
15134.659957,-8696.627105,91.798693,22996.438572,24617.638128,-62.353829,12850.084941,-15784.179009,24617.638128,-4475.619287,-29566.107285,-21416.808236,0
34871.378909,-7513.636403,109.119201,36795.687356,14559.619088,-65.817931,38640.321466,-6877.973757,14559.619088,-4958.861462,-34275.553431,-14557.887038,0
6992.28911,-12626.650387,129.903811,7553.473572,30428.668587,-76.210236,2184.116068,-17663.454136,30428.668587,-2859.615883,-32934.946106,-11911.313404,0
358.534517,-5849.135577,155.884573,13716.110345,17613.224662,-84.87049,6642.414847,-11577.027598,17613.224662,-1896.595634,-24169.036969,-13458.034775,0
19728.058698,-10172.334393,155.884573,14041.735897,38314.695914,-81.406388,17672.11439,-27969.156441,38314.695914,-3169.652978,-31320.674753,-14892.172843,0
16050.914834,-13567.153976,162.812776,25592.782733,28997.99462,-79.674337,-21728.577381,-15217.798395,28997.99462,-3200.829892,-64650.528443,-15091.358686,0
28303.442246,-5064.516561,173.205081,12954.00799,32742.688466,-60.621778,14225.333283,-27513.627078,32742.688466,-2830.17102,-33421.652383,-10298.774102,0
18579.709013,-43543.757302,161.080725,33123.739644,54725.877316,-86.60254,61546.693396,-10998.522628,54725.877316,-2353.857047,-4676.53718,-27650.459092,0
6141.852164,-15316.525291,138.564065,21202.033935,18952.099936,-114.315353,25672.45707,-3344.590109,18952.099936,-3516.063139,-11648.041681,-24551.820197,0
45532.151629,-8442.015636,114.315353,613182.358946,131150.887149,-98.726896,703914.10845,-122369.389555,131150.887149,-2986.055592,-644269.206841,-9799.943469,0
14156.05125,-7721.4825,98.726896,9495.102527,25537.357107,-112.583302,20107.377825,-17538.746477,25537.357107,-3048.409421,-11822.978812,-6770.586607,0
7518.832556,-5767.729189,93.530744,14195.888419,46846.778192,-79.674337,51159.584703,-40966.465701,46846.778192,-2052.480207,-15631.758538,-7399.32105,0
4749.283314,-9441.408952,93.530744,12857.013145,23597.460202,-65.817931,23696.187098,-14019.219236,23597.460202,-1463.582932,-2277.646812,-13859.870562,0
3091.710692,-5959.986829,86.60254,13376.628387,25930.53264,-86.60254,23592.26405,-19712.470241,25930.53264,-1335.411173,-22629.243801,-16180.818644,0
5289.683166,-9765.302453,81.406388,13168.78229,15316.525291,-98.726896,9214.510296,-5336.448538,15316.525291,-4234.864225,-10830.5137,-20758.628929,0
846.972845,-11244.473843,81.406388,16859.782561,48897.526348,-107.38715,47290.183199,-37398.441037,48897.526348,-2925.433814,-23249.31799,-9297.648735,0
3905.774571,-7414.909507,93.530744,17472.928547,24295.476678,-98.726896,15423.912441,-16648.472362,24295.476678,-4278.165495,-28684.493424,-15294.008631,0
11000.254679,-3093.442742,119.511506,20529.998222,10638.25606,-90.066642,6493.458478,-7350.823627,10638.25606,-2821.510766,-30655.567243,-9753.178097,0
9964.488296,-9108.855197,133.367912,14857.531827,22793.788628,-79.674337,15034.20101,-13549.833468,22793.788628,-2847.491528,-25416.11355,-9011.860352,0
9855.369095,-8329.432334,138.564065,23583.603796,41983.179525,-76.210236,45005.608184,-33501.32672,41983.179525,-4030.482229,-28833.449794,-19883.943271,0
12460.37351,-4896.507633,150.68842,12029.092859,14426.251176,-67.549981,6948.98784,-9385.983326,14426.251176,-4846.27816,-18713.076925,-9432.748698,0
6491.726427,-10884.207275,121.243557,17592.440052,24039.133158,-86.60254,14355.237093,-12941.883634,24039.133158,-5459.424145,-18241.959105,-25809.289084,0
4425.389813,-4382.088543,133.367912,9379.055123,19177.266541,-76.210236,-5880.312492,-14608.116511,19177.266541,-1432.406018,-29817.254652,-12988.649006,0
2554.774941,-7664.324823,128.17176,23796.646045,39800.795507,-76.210236,43103.816397,-31958.06945,39800.795507,-2585.951856,-23678.86659,-20393.166208,0
7842.726057,-14886.976691,103.923048,29082.86511,38780.617581,-90.066642,54873.101635,-23621.708914,38780.617581,-3202.561943,-27984.744898,-7657.39662,0
37881.683212,-5959.986829,129.903811,10645.184263,29940.23026,-67.549981,-3374.034973,-23763.73708,29940.23026,-5459.424145,-35822.274802,-13752.483412,0
9003.200098,-5303.539573,109.119201,37436.546155,29907.321294,-67.549981,42573.80885,-24461.753555,29907.321294,-2121.762239,-35583.251791,-36606.893818,0
11713.859612,-11490.425057,119.511506,41108.493867,25601.442987,-81.406388,50946.542454,-13993.238474,25601.442987,-2719.319768,-35190.076257,-13903.171832,0
10655.576568,-8804.014255,128.17176,27508.430926,32669.942332,-74.478185,38810.062445,-23699.6512,32669.942332,-8301.719521,-29701.207248,-18955.564038,0
8497.441262,-9647.522998,98.726896,16251.832727,21072.130125,-91.798693,15898.494363,-11261.794351,21072.130125,-2201.436576,-11679.218595,-34732.814844,0
5925.345813,-7650.468417,119.511506,44842.795408,20188.784213,-98.726896,29616.336759,-12354.71841,20188.784213,-2017.839191,-59225.745314,-14017.487186,0
7723.214551,-6909.150671,114.315353,11303.36357,56771.42932,-81.406388,41946.806458,-49578.222316,56771.42932,-2634.449278,-26580.051693,-19736.718952,0
