Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,Source_8,Source_10,Source_11,Source_12,Col15
59.313307,-64.552399,102.055236,-39.172071,41.883483,-16.487122,-2.567505,-8.393766,85.566731,56.476806,32.349586,17.20777,0
19.916409,-21.673215,34.233942,-13.167214,14.056183,-5.546404,-0.865145,-2.798465,28.712305,18.957458,10.849995,5.768248,0
9.536295,-10.384882,16.386587,-6.311066,6.733715,-2.660872,-0.414522,-1.340611,13.755169,9.078367,5.194411,2.767296,0
28.451307,-30.973187,48.909785,-18.797958,20.061479,-7.920027,-1.238159,-4.010132,41.010996,27.077793,15.522323,8.224031,0
2.472022,-2.701983,4.249928,-1.645914,1.749891,-0.695654,-0.102967,-0.349196,3.575045,2.357003,1.351405,0.723935,0
16.427141,-17.874087,28.230092,-10.869039,11.585073,-4.571955,-0.709834,-2.313117,23.672054,15.633345,8.952404,4.754896,0
5.373734,-5.858475,9.238327,-3.569421,3.792626,-1.494856,-0.224032,-0.762252,7.757608,5.119102,2.933808,1.562862,0
8.076173,-8.796719,13.892393,-5.35527,5.696151,-2.252673,-0.346339,-1.138653,11.650863,7.692321,4.404767,2.34669,0
18.909075,-20.579487,32.508155,-12.512756,13.338289,-5.266776,-0.817499,-2.6643,27.25835,17.999606,10.301936,5.476075,0
7.656212,-8.328092,13.156632,-5.073028,5.4002,-2.131489,-0.328477,-1.076534,11.031566,7.284946,4.17472,2.221563,0
4.606987,-5.022903,7.927848,-3.057364,3.252141,-1.289053,-0.19502,-0.649725,6.649046,4.389398,2.518459,1.341305,0
9.116585,-9.912986,15.654893,-6.035485,6.429021,-2.533443,-0.392111,-1.281106,13.133036,8.672508,4.969275,2.642047,0
7.633383,-8.303869,13.111619,-5.056367,5.387897,-2.121821,-0.325935,-1.073835,10.998062,7.264184,4.161816,2.216033,0
7.0948,-7.719349,12.185156,-4.702748,5.004344,-1.974649,-0.304086,-0.995167,10.225229,6.752223,3.865559,2.059008,0
7.819388,-8.518511,13.443587,-5.181977,5.523001,-2.179411,-0.333121,-1.102232,11.28068,7.448471,4.262782,2.272721,0
13.479787,-14.667615,23.158416,-8.917583,9.506463,-3.754614,-0.591569,-1.890212,19.420355,12.829775,7.344148,3.908129,0
26.848559,-29.208974,46.149335,-17.748458,18.932928,-7.480896,-1.177108,-3.769803,38.688962,25.551636,14.622807,7.77325,0
44.768535,-48.704889,76.961664,-29.586995,31.580376,-12.471677,-1.964524,-6.29283,64.512213,42.61175,24.378786,12.966299,0
8.559663,-9.323106,14.711731,-5.661626,6.040593,-2.392054,-0.374448,-1.20186,12.341698,8.148147,4.669259,2.482383,0
34.832758,-37.873754,59.837985,-23.004692,24.560961,-9.677867,-1.518528,-4.906236,50.170323,33.129531,18.990685,10.067201,0
6.862037,-7.476139,11.790075,-4.545747,4.843264,-1.91479,-0.296631,-0.967474,9.902427,6.532831,3.741677,1.992664,0
0.715724,-0.793408,1.230991,-0.486815,0.511364,-0.20459,-0.025136,-0.102644,1.045786,0.687056,0.395348,0.217157,0
7.400412,-8.060715,12.720258,-4.901487,5.222921,-2.067464,-0.321759,-1.039311,10.67314,7.04677,4.034209,2.150059,0
49.77912,-54.123522,85.548724,-32.900589,35.092658,-13.861945,-2.183558,-6.984962,71.693245,47.361929,27.09922,14.396231,0
44.078125,-47.928348,75.749142,-29.130556,31.071312,-12.27272,-1.941809,-6.184272,63.478306,41.940212,24.001797,12.754664,0
35.520298,-38.619977,61.043874,-23.476873,25.041437,-9.894198,-1.555967,-4.987792,51.159034,33.793551,19.341716,10.271999,0
60.151642,-65.431695,103.425158,-39.758818,42.41761,-16.76367,-2.633955,-8.462474,86.676074,57.249009,32.755909,17.407397,0
48.212124,-52.442173,82.892916,-31.868079,33.998373,-13.441918,-2.110849,-6.782762,69.466409,45.880292,26.255143,13.946883,0
36.748525,-39.975601,63.185532,-24.288699,25.906356,-10.241163,-1.605959,-5.175289,52.950042,34.967864,20.026372,10.626656,0
37.200379,-40.443914,63.936299,-24.585839,26.222863,-10.362787,-1.633817,-5.220828,53.57455,35.392991,20.2576,10.761537,0
33.206937,-36.117837,57.10204,-21.950311,23.419018,-9.260133,-1.45119,-4.673331,47.850784,31.601326,18.087429,9.610979,0
23.989297,-26.088571,41.244472,-15.857698,16.911722,-6.689186,-1.046539,-3.373467,34.561677,22.824486,13.069209,6.93853,0
60.013119,-65.273527,103.170697,-39.662443,42.310257,-16.7177,-2.626622,-8.441228,86.461727,57.107181,32.686386,17.355493,0
41.241389,-44.852382,70.899928,-27.263539,29.074544,-11.493063,-1.803819,-5.79369,59.413427,39.246183,22.456185,11.930377,0
24.595009,-26.741029,42.280525,-16.265942,17.334314,-6.849144,-1.069534,-3.457806,35.426752,23.400211,13.397002,7.114327,0
65.935438,-71.709614,113.347862,-43.584166,46.488821,-18.358846,-2.887422,-9.272978,94.993981,62.749304,35.904482,19.080943,0
22.347782,-24.306695,38.431516,-14.777109,15.753055,-6.233988,-0.976038,-3.13899,32.198773,21.267959,12.173208,6.469022,0
43.137473,-46.926024,74.167114,-28.510458,30.404913,-12.011539,-1.889129,-6.071427,62.157919,41.054266,23.510257,12.481457,0
43.820488,-47.643849,75.305061,-28.959093,30.894456,-12.203621,-1.92538,-6.152762,63.11497,41.691958,23.857754,12.677199,0
7.230368,-7.851754,12.416993,-4.779519,5.096446,-2.018612,-0.318,-1.008718,10.403788,6.873414,3.940083,2.094988,0
59.680991,-64.914947,102.59211,-39.442778,42.073424,-16.62341,-2.625833,-8.384243,85.976095,56.798,32.502408,17.271516,0
56.143971,-61.076254,96.529382,-37.104427,39.596613,-15.650924,-2.458078,-7.89964,80.902446,53.432497,30.57492,16.243047,0
6.402956,-6.968314,11.011142,-4.231355,4.514808,-1.79654,-0.285036,-0.893892,9.224865,6.093845,3.494247,1.85894,0
72.827267,-79.217724,125.204893,-48.12556,51.369833,-20.291687,-3.189186,-10.245719,104.942628,69.312345,39.653925,21.07655,0
30.105919,-32.736935,51.740334,-19.893899,21.222651,-8.392325,-1.328845,-4.221012,43.358098,28.642243,16.39315,8.710385,0
37.046366,-40.300821,63.696704,-24.485038,26.1262,-10.335323,-1.623892,-5.210194,53.380719,35.255537,20.177147,10.717599,0
56.412786,-61.37028,96.994583,-37.283759,39.779019,-15.727299,-2.475169,-7.931271,81.287301,53.691819,30.721081,16.323807,0
33.234626,-36.147152,57.135904,-21.964429,23.434904,-9.266604,-1.456043,-4.669918,47.882498,31.626519,18.101221,9.615874,0
35.092455,-38.168676,60.320006,-23.18785,24.74278,-9.777738,-1.537195,-4.936618,50.554984,33.388097,19.118503,10.147715,0
38.557907,-41.942337,66.28465,-25.486394,27.19444,-10.746041,-1.684708,-5.425935,55.558406,36.692941,20.997378,11.155416,0
29.975833,-32.611494,51.543714,-19.818377,21.139958,-8.36103,-1.310252,-4.217048,43.196995,28.52926,16.325957,8.675455,0
26.107294,-28.409598,44.906702,-17.257232,18.412755,-7.278727,-1.141846,-3.673778,37.634525,24.855782,14.229372,7.565755,0
10.639667,-11.573141,18.295411,-7.035118,7.503038,-2.975697,-0.464096,-1.495349,15.332111,10.123148,5.799479,3.080545,0
33.710326,-36.670442,57.967042,-22.279308,23.769125,-9.398418,-1.478921,-4.746915,48.573727,32.077116,18.367389,9.755837,0
15.671878,-17.046968,26.947628,-10.363596,11.051237,-4.375502,-0.683494,-2.202954,22.580543,14.913913,8.538969,4.537231,0
39.839284,-43.331087,68.477325,-26.311307,28.080209,-11.08269,-1.728602,-5.623758,57.395066,37.895601,21.734817,11.50138,0
4.557139,-4.96215,7.840548,-3.019706,3.215495,-1.278272,-0.194585,-0.642116,6.573975,4.338273,2.487893,1.323778,0
22.549066,-24.529108,38.759074,-14.910112,15.900345,-6.283607,-0.983249,-3.172575,32.490001,21.45799,12.282164,6.525184,0
14.780298,-16.064335,25.387583,-9.774459,10.419989,-4.112994,-0.644587,-2.070831,21.280173,14.059671,8.047119,4.278632,0
2.342329,-2.547635,4.028395,-1.555013,1.652419,-0.660131,-0.098556,-0.328281,3.376383,2.22794,1.281122,0.682621,0
7.99438,-8.695167,13.749251,-5.289635,5.63848,-2.237413,-0.346173,-1.123338,11.52004,7.60701,4.358616,2.316761,0
19.94204,-21.692473,34.292994,-13.182096,14.064111,-5.56922,-0.872184,-2.802992,28.73793,18.977855,10.863658,5.772288,0
37.377813,-40.656559,64.257578,-24.701197,26.353978,-10.418352,-1.635705,-5.259526,53.852082,35.565359,20.363457,10.808528,0
12.761698,-13.888028,21.943261,-8.437794,9.000991,-3.564828,-0.556776,-1.793996,18.393391,12.146249,6.956296,3.695483,0
8.542412,-9.298557,14.688705,-5.653489,6.025755,-2.387919,-0.369792,-1.203152,12.316325,8.13077,4.656832,2.475845,0
52.823386,-57.470513,90.82171,-34.919031,37.250231,-14.718941,-2.30995,-7.433589,76.123363,50.278363,28.766995,15.286404,0
24.3893,-26.533694,41.933291,-16.126769,17.198889,-6.802212,-1.064295,-3.431116,35.145568,23.211362,13.283262,7.058411,0
57.7027,-62.768545,99.202286,-38.142389,40.686551,-16.075046,-2.52706,-8.11428,83.143055,54.919131,31.422941,16.697415,0
23.55149,-25.603062,40.474344,-15.56863,16.603616,-6.562412,-1.032023,-3.306651,33.917142,22.404477,12.824896,6.81433,0
38.78787,-42.183967,66.688439,-25.638597,27.348492,-10.80878,-1.695632,-5.458814,55.881462,36.907446,21.127891,11.221176,0
30.130529,-32.773434,51.808042,-19.916336,21.241225,-8.400398,-1.320033,-4.231973,43.412905,28.67619,16.41262,8.721515,0
9.323374,-10.13896,16.032538,-6.168397,6.572832,-2.605884,-0.404854,-1.310531,13.434831,8.871106,5.082837,2.701079,0
19.667135,-21.392446,33.823076,-13.00648,13.867898,-5.489058,-0.857126,-2.76889,28.338965,18.714962,10.715493,5.692385,0
24.670329,-26.823792,42.413976,-16.311506,17.388303,-6.877382,-1.077804,-3.467637,35.536755,23.471645,13.438351,7.137004,0
7.250222,-7.882461,12.477402,-4.800185,5.111194,-2.029408,-0.311059,-1.020728,10.448863,6.898734,3.955847,2.101961,0
19.34542,-21.034589,33.278864,-12.791808,13.635164,-5.398824,-0.843998,-2.717854,27.873355,18.408805,10.5418,5.601573,0
6.715965,-7.287203,11.536232,-4.441726,4.731194,-1.873204,-0.29148,-0.938887,9.660882,6.38199,3.662014,1.944632,0
39.968469,-43.465984,68.703265,-26.417772,28.178557,-11.134508,-1.749446,-5.620974,57.575463,38.029307,21.769876,11.559631,0
89.251555,-97.067259,153.410705,-58.985443,62.922119,-24.847877,-3.904787,-12.56027,128.570128,84.924376,48.610141,25.803819,0
53.66124,-58.370358,92.251349,-35.47128,37.835163,-14.943153,-2.339119,-7.560634,77.317868,51.062644,29.231127,15.51666,0
48.678138,-52.953062,83.693462,-32.187358,34.321208,-13.562057,-2.124473,-6.853171,70.142986,46.32854,26.508247,14.083915,0
33.978867,-36.964772,58.424393,-22.470789,23.95893,-9.467115,-1.479679,-4.78427,48.960686,32.339682,18.507604,9.833153,0
2.354049,-2.557034,4.05099,-1.566444,1.658458,-0.661081,-0.095931,-0.331358,3.393298,2.238983,1.287307,0.686152,0
10.369973,-11.278405,17.833274,-6.859453,7.310302,-2.896422,-0.451559,-1.455508,14.944081,9.868972,5.652679,3.005581,0
73.514977,-79.946754,126.363914,-48.583682,51.831482,-20.472704,-3.224235,-10.33735,105.901307,69.950159,40.03043,21.263243,0
6.582803,-7.153193,11.311882,-4.353736,4.642036,-1.841443,-0.286827,-0.921644,9.478684,6.259737,3.588559,1.907569,0
14.735885,-16.022102,25.336369,-9.736612,10.399361,-4.11362,-0.642736,-2.07043,21.237731,14.021019,8.026369,4.270129,0
23.499681,-25.549533,40.381284,-15.529858,16.564871,-6.548322,-1.036178,-3.292629,33.838385,22.357953,12.799413,6.801158,0
37.888284,-41.210867,65.127849,-25.033667,26.717179,-10.556856,-1.657103,-5.334155,54.587274,36.049183,20.643859,10.95525,0
33.527482,-36.476739,57.644953,-22.160031,23.648025,-9.349913,-1.4676,-4.71883,48.318713,31.908622,18.260607,9.703199,0
62.991173,-68.522719,108.294678,-41.628439,44.428977,-17.549446,-2.75202,-8.870182,90.769284,59.945719,34.306121,18.221153,0
3.252541,-3.545298,5.593009,-2.156849,2.29625,-0.912753,-0.137279,-0.458753,4.694838,3.096846,1.777377,0.946096,0
7.866948,-8.559171,13.520227,-5.205447,5.549027,-2.198509,-0.342091,-1.103613,11.336021,7.486297,4.286523,2.280396,0
8.314983,-9.039082,14.285927,-5.501639,5.861357,-2.319976,-0.362489,-1.166317,11.975654,7.908876,4.530843,2.409219,0
13.059202,-14.182932,22.421683,-8.632531,9.200364,-3.63248,-0.57386,-1.822962,18.789841,12.417375,7.111492,3.779272,0
20.830611,-22.673466,35.829062,-13.773367,14.682514,-5.809475,-0.91234,-2.932373,30.03172,19.831739,11.358347,6.033586,0
9.886823,-10.741077,16.985359,-6.537304,6.969045,-2.757587,-0.432139,-1.38376,14.230429,9.401639,5.386642,2.862555,0
13.570286,-14.763845,23.333696,-8.973209,9.568545,-3.789203,-0.593575,-1.907379,19.556019,12.914632,7.39632,3.930463,0
5.712976,-6.215087,9.821301,-3.779557,4.029438,-1.599225,-0.246744,-0.803017,8.233771,5.434909,3.117685,1.65604,0
15.83503,-17.224884,27.225436,-10.464832,11.166113,-4.412379,-0.687539,-2.230131,22.820933,15.067581,8.635252,4.583326,0
6.775682,-7.375773,11.650592,-4.486215,4.779855,-1.895024,-0.292045,-0.953865,9.769671,6.449353,3.694421,1.9651,0
25.160398,-27.378425,43.255005,-16.634511,17.742363,-7.008348,-1.09278,-3.547074,36.26097,23.945261,13.712609,7.277911,0
32.316661,-35.152075,55.547173,-21.363305,22.78587,-9.000073,-1.40929,-4.546064,46.561782,30.752359,17.60155,9.347637,0
27.281028,-29.678012,46.899381,-18.03879,19.238662,-7.604205,-1.191988,-3.837357,39.310741,25.964217,14.856071,7.897348,0
40.074873,-43.594125,68.889223,-26.485682,28.253446,-11.157049,-1.754851,-5.639193,57.737121,38.136183,21.835012,11.595019,0
24.074372,-26.185769,41.397846,-15.918273,16.974689,-6.716464,-1.052079,-3.384078,34.685967,22.909591,13.112576,6.967387,0
28.667844,-31.171212,49.284521,-18.945187,20.202951,-7.990988,-1.256866,-4.019549,41.293966,27.278406,15.616121,8.293453,0
36.221792,-39.384803,62.269144,-23.941413,25.543829,-10.091913,-1.5817,-5.095138,52.182508,34.463785,19.725822,10.480049,0
22.600024,-24.579955,38.865209,-14.943062,15.930259,-6.303744,-0.988335,-3.178557,32.561128,21.505431,12.315269,6.540804,0
32.427893,-35.264724,55.750944,-21.435602,22.866187,-9.039977,-1.419358,-4.559685,46.718473,30.85603,17.659821,9.383912,0
4.577217,-4.975067,7.879067,-3.029122,3.22704,-1.288316,-0.197357,-0.642203,6.595973,4.353106,2.500664,1.327134,0
53.853281,-58.57705,92.593722,-35.5977,37.97064,-15.013388,-2.358688,-7.576896,77.591959,51.249475,29.329153,15.578238,0
42.133748,-45.826711,72.441434,-27.848446,29.708823,-11.746469,-1.844385,-5.927825,60.706433,40.09375,22.948699,12.188192,0
39.110583,-42.535202,67.239776,-25.851296,27.577981,-10.904522,-1.71337,-5.499772,56.34548,37.216061,21.299566,11.314858,0
12.633464,-13.740985,21.73378,-8.352702,8.907553,-3.534412,-0.55244,-1.776265,18.204614,12.020709,6.888578,3.657659,0
45.619976,-49.618061,78.442748,-30.153941,32.167292,-12.723474,-1.997445,-6.417134,65.730316,43.412675,24.844957,13.196875,0
38.976329,-42.396431,67.019981,-25.753323,27.48019,-10.861076,-1.705799,-5.484964,56.162888,37.092678,21.243746,11.276993,0
27.413102,-29.810268,47.132844,-18.121065,19.327989,-7.646471,-1.198769,-3.852553,39.490956,26.083286,14.931514,7.930202,0
6.986387,-7.600765,12.021401,-4.621964,4.926555,-1.958845,-0.30366,-0.98167,10.069968,6.648556,3.812678,2.025614,0
67.624452,-73.566025,116.268776,-44.69848,47.685632,-18.846154,-2.961637,-9.515773,97.441174,64.359778,36.826592,19.563899,0
23.534056,-25.603162,40.467845,-15.557005,16.596378,-6.569462,-1.030695,-3.309871,33.915121,22.39767,12.820267,6.811919,0
4.081333,-4.439115,7.015909,-2.698835,2.879345,-1.147976,-0.177942,-0.571096,5.880268,3.880847,2.228604,1.183629,0
69.913755,-76.057229,120.199446,-46.212407,49.2988,-19.486429,-3.064462,-9.835261,100.737434,66.538877,38.070688,20.224824,0
25.969092,-28.246409,44.636106,-17.160963,18.306022,-7.236818,-1.136911,-3.650968,37.411547,24.708357,14.151439,7.509275,0
20.080791,-21.848811,34.530697,-13.279658,14.162368,-5.603719,-0.874368,-2.824948,28.941615,19.112284,10.939551,5.811598,0
37.529063,-40.814462,64.502298,-24.802258,26.459242,-10.452473,-1.642318,-5.275402,54.061313,35.708578,20.44086,10.853653,0
28.823999,-31.356455,49.562012,-19.053248,20.325037,-8.040206,-1.260529,-4.054923,41.537424,27.431338,15.702029,8.34031,0
35.812351,-38.937873,61.548614,-23.670144,25.247358,-9.976527,-1.571037,-5.028945,51.578711,34.072931,19.500618,10.359865,0
39.615605,-43.072718,68.090587,-26.182072,27.931072,-11.038007,-1.73637,-5.56542,57.059479,37.690724,21.572137,11.458206,0
63.240429,-68.788549,108.722607,-41.801579,44.590416,-17.622502,-2.769278,-8.895419,91.117501,60.183733,34.43619,18.29371,0
15.974805,-17.374167,27.477627,-10.565367,11.263202,-4.462246,-0.695257,-2.246829,23.019325,15.200957,8.70577,4.623414,0
17.021168,-18.508913,29.26167,-11.250145,11.994519,-4.741902,-0.739593,-2.395885,24.518701,16.191973,9.285007,4.920675,0
8.856758,-9.627154,15.229871,-5.862239,6.242608,-2.47255,-0.381605,-1.244973,12.757868,8.425411,4.828888,2.56514,0
6.249949,-6.791072,10.76046,-4.14196,4.402803,-1.750161,-0.265598,-0.880906,9.006868,5.945684,3.411207,1.812042,0
33.448163,-36.380856,57.513094,-22.118361,23.581232,-9.323904,-1.459146,-4.707665,48.194534,31.831745,18.218055,9.67822,0
36.308277,-39.492567,62.4346,-24.004293,25.600743,-10.121487,-1.584145,-5.110831,52.317394,34.553582,19.7787,10.505206,0
33.549071,-36.489694,57.682628,-22.177868,23.652769,-9.349838,-1.462379,-4.72653,48.339132,31.922436,18.279512,9.702266,0
39.235773,-42.677831,67.459824,-25.938403,27.668355,-10.937188,-1.716346,-5.521379,56.532349,37.338733,21.367389,11.354068,0
12.630509,-13.733955,21.713585,-8.350562,8.906499,-3.524365,-0.550647,-1.774844,18.200314,12.017515,6.882556,3.658824,0
56.772305,-61.745208,97.593849,-37.522535,40.032537,-15.817857,-2.49045,-7.97935,81.790977,54.027155,30.910852,16.428189,0
18.297805,-19.909966,31.461796,-12.091307,12.906687,-5.113704,-0.804633,-2.569529,26.367876,17.413963,9.969394,5.296494,0
23.445731,-25.51753,40.308289,-15.493318,16.529581,-6.539762,-1.036139,-3.291957,33.786891,22.318948,12.778409,6.790856,0
23.868333,-25.972193,41.034621,-15.77195,16.83613,-6.662593,-1.04823,-3.355111,34.395572,22.715326,13.00257,6.907329,0
25.038063,-27.233699,43.037705,-16.545317,17.654437,-6.980106,-1.097739,-3.521064,36.071427,23.821088,13.640471,7.242514,0
11.850179,-12.893723,20.372821,-7.838207,8.357129,-3.308413,-0.515944,-1.666738,17.07837,11.277703,6.45778,3.432436,0
6.651802,-7.240235,11.444729,-4.404973,4.691859,-1.861998,-0.286066,-0.936216,9.589696,6.332378,3.628775,1.930106,0
13.607765,-14.810819,23.404695,-8.998616,9.591728,-3.794166,-0.591402,-1.919612,19.616283,12.951866,7.426176,3.940343,0
29.432818,-32.019633,50.608273,-19.458605,20.754748,-8.207911,-1.287159,-4.141539,42.411162,28.011121,16.031822,8.518338,0
12.594149,-13.69812,21.65648,-8.322481,8.876338,-3.508596,-0.55484,-1.76675,18.143361,11.985544,6.870752,3.653855,0
8.590724,-9.346568,14.773664,-5.68322,6.057475,-2.40225,-0.373498,-1.208141,12.380886,8.174747,4.685245,2.489171,0
32.388037,-35.236562,55.685257,-21.408277,22.835698,-9.025844,-1.411892,-4.564403,46.671285,30.820504,17.650799,9.365902,0
73.408278,-79.825769,126.170418,-48.522312,51.750893,-20.441081,-3.217681,-10.312555,105.73628,69.850431,39.964116,21.230104,0
37.68909,-40.996933,64.805704,-24.921408,26.574545,-10.506361,-1.644179,-5.304183,54.307866,35.86932,20.525325,10.905211,0
40.891302,-44.478872,70.307404,-27.036838,28.829429,-11.396699,-1.786493,-5.753858,58.919327,38.915838,22.270099,11.830885,0
20.528813,-22.320786,35.284878,-13.569978,14.464021,-5.714815,-0.90074,-2.879782,29.56532,19.534222,11.190262,5.943158,0
29.275557,-31.850486,50.332518,-19.353141,20.643114,-8.162426,-1.278981,-4.118956,42.18449,27.861532,15.948618,8.46955,0
22.341262,-24.306622,38.411608,-14.77172,15.754804,-6.231032,-0.975704,-3.14362,32.195636,21.261078,12.16981,6.465643,0
20.664581,-22.477887,35.524807,-13.663932,14.570943,-5.761053,-0.903148,-2.906253,29.772913,19.663757,11.257067,5.981302,0
5.172577,-5.626958,8.900125,-3.429007,3.645462,-1.446128,-0.218127,-0.731009,7.45809,4.921902,2.82495,1.500123,0
30.549122,-33.233077,52.531818,-20.198903,21.534009,-8.512177,-1.333549,-4.301302,44.022637,29.075175,16.646734,8.841743,0
8.378741,-9.113254,14.416552,-5.54984,5.90726,-2.341019,-0.357929,-1.180885,12.076147,7.974272,4.569254,2.428324,0
71.235782,-77.481227,122.46425,-47.092025,50.224737,-19.845527,-3.118117,-10.02055,102.632665,67.792415,38.78735,20.606151,0
20.334869,-22.122687,34.964173,-13.444931,14.331589,-5.667717,-0.89065,-2.85756,29.298877,19.354142,11.084808,5.887466,0
32.037876,-34.852259,55.081087,-21.179544,22.590644,-8.930006,-1.399068,-4.508749,46.164969,30.489894,17.451909,9.269482,0
46.799032,-50.91601,80.459933,-30.934312,33.001237,-13.045975,-2.051744,-6.584116,67.437914,44.541072,25.486172,13.541903,0
20.589544,-22.386737,35.380891,-13.609637,14.511876,-5.731919,-0.900278,-2.891765,29.651917,19.588754,11.215016,5.956207,0
34.362937,-37.366108,59.069007,-22.715059,24.224952,-9.570789,-1.506448,-4.835492,49.500328,32.691265,18.710681,9.941537,0
24.542958,-26.68044,42.172862,-16.221034,17.298416,-6.83436,-1.078503,-3.441173,35.338144,23.350606,13.36359,7.102275,0
50.540116,-54.979848,86.894659,-33.407086,35.638379,-14.085752,-2.209381,-7.113993,72.822511,48.097012,27.522988,14.617166,0
2.242526,-2.438709,3.862409,-1.48695,1.581318,-0.633822,-0.092996,-0.315684,3.23124,2.132997,1.226395,0.651917,0
6.765529,-7.363144,11.632614,-4.476438,4.772025,-1.89098,-0.291197,-0.953099,9.750001,6.438649,3.688148,1.960278,0
67.376411,-73.281388,115.821494,-44.536086,47.504026,-18.764319,-2.948761,-9.477924,97.067295,64.117678,36.685378,19.48877,0
78.442831,-85.330946,134.859577,-51.849863,55.304284,-21.850872,-3.442105,-11.043081,113.017769,74.648493,42.715549,22.692668,0
8.269246,-8.995368,14.220796,-5.47202,5.829584,-2.308982,-0.3561,-1.166199,11.918416,7.868712,4.507344,2.395293,0
35.167288,-38.247129,60.455182,-23.243836,24.794706,-9.795408,-1.53289,-4.952902,50.666254,33.460523,19.156193,10.168455,0
36.754425,-39.977724,63.197019,-24.300112,25.913514,-10.244654,-1.604742,-5.173904,52.959375,34.977898,20.014804,10.634042,0
24.379958,-26.507867,41.903794,-16.113625,17.184888,-6.78857,-1.067637,-3.419889,35.114017,23.199247,13.275725,7.057404,0
43.461096,-47.266773,74.712101,-28.727175,30.638308,-12.10746,-1.906774,-6.108519,62.607274,41.356063,23.665725,12.573428,0
17.153397,-18.657016,29.495342,-11.33562,12.092338,-4.783249,-0.747565,-2.418393,24.715219,16.317396,9.351874,4.959999,0
25.039175,-27.237292,43.055908,-16.551775,17.657581,-6.985791,-1.093941,-3.522877,36.080095,23.828976,13.63671,7.245788,0
9.921305,-10.785975,17.064125,-6.561421,6.992135,-2.773087,-0.430747,-1.396167,14.29322,9.437918,5.407776,2.871494,0
9.339417,-10.160408,16.064858,-6.17826,6.583695,-2.609566,-0.403203,-1.315164,13.459163,8.887949,5.091606,2.703901,0
14.91708,-16.226641,25.650067,-9.863193,10.518113,-4.165144,-0.650356,-2.098789,21.494779,14.195195,8.12557,4.317459,0
7.172317,-7.795295,12.33243,-4.745456,5.054958,-2.00371,-0.309712,-1.008444,10.330099,6.821624,3.908754,2.077419,0
26.03075,-28.303766,44.74128,-17.208219,18.349118,-7.249209,-1.134541,-3.660017,37.491999,24.765959,14.177066,7.52765,0
46.70047,-50.800371,80.297666,-30.870973,32.931246,-13.017939,-2.041822,-6.572472,67.292389,44.445953,25.428941,13.512202,0
18.881645,-20.531397,32.464703,-12.483923,13.308683,-5.266249,-0.825167,-2.654602,27.199283,17.964728,10.284494,5.463695,0
25.807477,-28.069738,44.370938,-17.058676,18.197968,-7.194373,-1.12584,-3.630981,37.185989,24.558419,14.055834,7.46681,0
6.263722,-6.813438,10.771107,-4.140092,4.417288,-1.755917,-0.273778,-0.878951,9.023651,5.959009,3.415374,1.814854,0
47.058785,-51.181011,80.897198,-31.105263,33.178131,-13.111628,-2.057009,-6.619762,67.797029,44.779003,25.624829,13.607913,0
20.779137,-22.610746,35.724769,-13.734629,14.643723,-5.786823,-0.905743,-2.926271,29.942563,19.776055,11.329018,6.010842,0
14.792143,-16.077388,25.411297,-9.779214,10.424305,-4.114241,-0.643185,-2.077883,21.29651,14.06845,8.057009,4.278005,0
46.179999,-50.231884,79.39676,-30.526542,32.564085,-12.862847,-2.015905,-6.496103,66.545017,43.952962,25.143438,13.365291,0
18.268989,-19.853698,31.36549,-12.07099,12.867492,-5.07235,-0.805033,-2.555377,26.294955,17.377512,9.95055,5.286574,0
6.999731,-7.618587,12.032578,-4.631458,4.937701,-1.956122,-0.303017,-0.984682,10.088748,6.661948,3.813103,2.029197,0
9.475911,-10.313925,16.2847,-6.263795,6.681784,-2.646668,-0.41679,-1.330151,13.655487,9.018498,5.162492,2.74552,0
19.10945,-20.785641,32.848668,-12.632223,13.472939,-5.328554,-0.835969,-2.687063,27.531057,18.182452,10.407186,5.529117,0
9.650395,-10.499117,16.594929,-6.382894,6.803402,-2.694888,-0.418599,-1.358179,13.906287,9.183894,5.260078,2.794823,0
29.131258,-31.685214,50.085458,-19.259086,20.537989,-8.12208,-1.272528,-4.099474,41.976542,27.72067,15.863101,8.427085,0
9.070785,-9.855646,15.592671,-6.001102,6.390322,-2.529419,-0.393596,-1.273732,13.058901,8.626943,4.942635,2.626495,0
35.42706,-38.52333,60.90348,-23.417934,24.974206,-9.871437,-1.548917,-4.979304,51.031471,33.709026,19.290152,10.247403,0
21.130512,-22.978958,36.34338,-13.970949,14.898924,-5.895961,-0.920097,-2.97605,30.447041,20.106517,11.510714,6.115401,0
9.980138,-10.847325,17.167814,-6.600519,7.033095,-2.789993,-0.432622,-1.403838,14.375945,9.493562,5.439975,2.888552,0
30.300608,-32.955245,52.104401,-20.030209,21.365483,-8.451336,-1.32214,-4.262781,43.658685,28.834475,16.502466,8.765037,0
40.535531,-44.072517,69.674278,-26.786369,28.573478,-11.288811,-1.783156,-5.697401,58.37944,38.563496,22.076982,11.726703,0
28.089216,-30.535693,48.270383,-18.556434,19.799597,-7.818593,-1.222301,-3.955177,40.453403,26.714668,15.307452,8.113212,0
32.294816,-35.10583,55.488699,-21.342341,22.761983,-8.987399,-1.422763,-4.524478,46.49863,30.727021,17.5817,9.346986,0
18.667803,-20.279063,32.05933,-12.332695,13.160801,-5.195679,-0.821831,-2.612286,26.865788,17.751779,10.159552,5.4014,0
